old,new,old_masked,new_masked,label,donor_naturalness_score,style_naturalness_score,naturalness_delta
" sister. Two of her girls had been upon the point of marriage, and after all there was nothing in it.  “I do not blame Jane,” she continued, “for Jane would have got Mr. Bingley if she could. But Lizzy! Oh, sister! It is very hard to think that she might have been Mr. Collins's wife by this time, had it not been for her own perverseness. He made her an offer in this very room, and she refused him. The consequence of it is, that Lady Lucas will have a daughter married before I have, and that the Longbourn estate is just as much entailed as ever. The Lucases are very artful people indeed,","sister. A little while after she rose, dressed, and went out point of marriage, and, for a single moment. “I do not blame Jane, ” Montalais said to herself, “‘she was brave enough, “for Jane would have got Mr. for her. But to speak of Jane! Why, my dear sister! Surely, if I were to tell her all, she would understand might have been Mr. s second wife, and would not speak of it ’ Montalais, by way of reproaching her. I don ’ t say that she would have gotten him for her"," sister. Two of her girls had been upon the point of marriage, and after all there was nothing in it. “ I do not blame <MASK>, ” she continued, “ for <MASK> would have got Mr. <MASK> if she could. But <MASK>! Oh, sister! It is very hard to think that she might have been Mr. <MASK> 's wife by this time, had it not been for her own perverseness. He made her an offer in this very room, and she refused him. The consequence of it is, that <MASK> <MASK> will have a daughter married before I have, and that the Longbourn estate is just as much entailed as ever. The Lucases are very artful people indeed,"," sister. A little while after she rose, dressed, and went out point of marriage, and, for a single moment. “ I do not blame <MASK>, <MASK> <MASK> said to herself, “ ‘ she was brave enough, “ for <MASK> would have got Mr. for her. But to speak of <MASK>! Why, my dear sister! Surely, if I were to tell her all, she would understand might have been Mr. s second wife, and would not speak of it ’ <MASK>, by way of reproaching her. I don ’ t say that she would have gotten him for her",A2D2,0.90703887,0.9949699,-0.08793104
" of Jane Fairfax! The interest he takes in her--his anxiety about her health--his concern that she should have no happier prospect! I have heard him express himself so warmly on those points!--Such an admirer of her performance on the pianoforte, and of her voice! I have heard him say that he could listen to her for ever. Oh! and I had almost forgotten one idea that occurred to me--this pianoforte that has been sent here by somebody--though we have all been so well satisfied to consider it a present from the Campbells, may it not be from Mr. Knightley? I cannot help suspecting him. I think","of Jane Fairfax! The interest he takes in her -- this interest in her, which causes his mind to overload- especially when he is alone with her-- I think he would have been happier never to have had any! I have heard him express himself so warmly on those points! -- Such an admirer of her performance on the stage! The lyricism of her voice! I have always felt! I have always felt, as I have now heard him say in an interview listen to her for ever. Oh! I think that even now -- though, of course- this pianoforte that has been sent here by the very person who brought us here well satisfied to consider it a present from the Campbells, for you know, that very same Mr. Humbert? He has been of some help."," of <MASK> <MASK>! The interest he takes in her -- his anxiety about her health -- his concern that she should have no happier prospect! I have heard him express himself so warmly on those points! -- Such an admirer of her performance on the pianoforte, and of her voice! I have heard him say that he could listen to her for ever. Oh! and I had almost forgotten one idea that occurred to me -- this pianoforte that has been sent here by somebody -- though we have all been so well satisfied to consider it a present from the Campbells, may it not be from Mr. <MASK>? I can not help suspecting him. I think"," of <MASK> <MASK>! The interest he takes in her -- this interest in her, which causes his mind to overload- especially when he is alone with her -- I think he would have been happier never to have had any! I have heard him express himself so warmly on those points! -- Such an admirer of her performance on the stage! The lyricism of her voice! I have always felt! I have always felt, as I have now heard him say in an interview listen to her for ever. Oh! I think that even now -- though, of course- this pianoforte that has been sent here by the very person who brought us here well satisfied to consider it a present from the Campbells, for you know, that very same Mr. <MASK>? He has been of some help.",A2N,0.9942548,0.9931804,0.0010744333
" sister. Two of her girls had been upon the point of marriage, and after all there was nothing in it.  “I do not blame Jane,” she continued, “for Jane would have got Mr. Bingley if she could. But Lizzy! Oh, sister! It is very hard to think that she might have been Mr. Collins's wife by this time, had it not been for her own perverseness. He made her an offer in this very room, and she refused him. The consequence of it is, that Lady Lucas will have a daughter married before I have, and that the Longbourn estate is just as much entailed as ever. The Lucases are very artful people indeed,","sister. The other girl, Number Two, walked briskly point of marriage, but showed little inclination to hurry things up. �I have decided to tell you � There is really no one to blame but herself, � she continued briskly, �for Jane would have got Mr. instead of her. But Lizzy! You know it � s her � s sister! And I don � t think she needs to be told that! � �Let me guess: it was the little Mr., � conjured up the lady, had it not been for quaintness of hers. She was a good deal around room, and she refused him. �Well, that�s the end of it, that Lady Lucas will have a daughter married before long, I suppose, and that the Longbourn estate is just as splendid as ever. The Lucases are very artful people indeed"," sister. Two of her girls had been upon the point of marriage, and after all there was nothing in it. “ I do not blame <MASK>, ” she continued, “ for <MASK> would have got Mr. <MASK> if she could. But <MASK>! Oh, sister! It is very hard to think that she might have been Mr. <MASK> 's wife by this time, had it not been for her own perverseness. He made her an offer in this very room, and she refused him. The consequence of it is, that <MASK> <MASK> will have a daughter married before I have, and that the Longbourn estate is just as much entailed as ever. The Lucases are very artful people indeed,"," sister. The other girl, Number Two, walked briskly point of marriage, but showed little inclination to hurry things up. �I have decided to tell you � There is really no one to blame but herself, � she continued briskly, �for <MASK> would have got Mr. instead of her. But <MASK>! You know it � s her � s sister! And I don � t think she needs to be told that! � �Let me guess: it was the little Mr., � conjured up the lady, had it not been for quaintness of hers. She was a good deal around room, and she refused him. �Well, that�s the end of it, that Lady <MASK> will have a daughter married before long, I suppose, and that the Longbourn estate is just as splendid as ever. The Lucases are very artful people indeed",A2N,0.90703887,0.99568534,-0.08864647
" whose arrival was often as sudden, if not quite so unseasonable, and accordingly she hurried down to welcome him.  Catherine walked on to her chamber, making up her mind as well as she could, to a further acquaintance with Captain Tilney, and comforting herself under the unpleasant impression his conduct had given her, and the persuasion of his being by far too fine a gentleman to approve of her, that at least they should not meet under such circumstances as would make their meeting materially painful. She trusted he would never speak of Miss Thorpe; and indeed, as he must by this time","whose arrival was often as sudden, and as usual, frightful, and as usual he avoided talking to her. In her chambers, via three separate doors, stood two secretaries, making up her mind as well as she could, to a further acquaintance with Captain Belov�s magnificence�and to think that she herself had been the victim of his sharp wrath! He carefully escorted her into the dining room, and the persuasion of his being by far the best man for the night rubbed much too much of her mild childish confidence. �Well, for goodness � sake under such circumstances as would make their meeting irremediably painful for both of us. She would not have gone with him, however, had he not had a secret anyway Thorpe; and indeed, I think we ought to have done with him"," whose arrival was often as sudden, if not quite so unseasonable, and accordingly she hurried down to welcome him. <MASK> walked on to her chamber, making up her mind as well as she could, to a further acquaintance with Captain <MASK>, and comforting herself under the unpleasant impression his conduct had given her, and the persuasion of his being by far too fine a gentleman to approve of her, that at least they should not meet under such circumstances as would make their meeting materially painful. She trusted he would never speak of Miss <MASK>; and indeed, as he must by this time"," whose arrival was often as sudden, and as usual, frightful, and as usual he avoided talking to her. In her chambers, via three separate doors, stood two secretaries, making up her mind as well as she could, to a further acquaintance with Captain Belov�s magnificence�and to think that she herself had been the victim of his sharp wrath! He carefully escorted her into the dining room, and the persuasion of his being by far the best man for the night rubbed much too much of her mild childish confidence. �Well, for goodness � sake under such circumstances as would make their meeting irremediably painful for both of us. She would not have gone with him, however, had he not had a secret anyway <MASK>; and indeed, I think we ought to have done with him",A2N,0.9918568,0.9954152,-0.0035583973
" Lydia's society she was of course carefully kept, and though Mrs. Wickham frequently invited her to come and stay with her, with the promise of balls and young men, her father would never consent to her going.  Mary was the only daughter who remained at home; and she was necessarily drawn from the pursuit of accomplishments by Mrs. Bennet's being quite unable to sit alone. Mary was obliged to mix more with the world, but she could still moralize over every morning visit; and as she was no longer mortified by comparisons between her sisters' beauty and her own, it was suspected by her father","Lydia's society she was of course carefully kept in order, and something of the Mrs. S�s �dear friends� � they had invited her on the sester to help her forget her ridiculous predicament, with the promise of balls and young men, and not to interfere if her mother found out that her son was with a married woman. Clare was mentioned less frequently than Mary, and when she did come, it was in a general way the pursuit of accomplishments by Mrs. Bennet's being quite unable to sit alone. Mary was a well-meaning and remarkably stupid girl world, but she could still moralize over every morning visit; she had been, by the way comparisons between her sisters' beauty and her own, too, did come from her mother"," <MASK> 's society she was of course carefully kept, and though Mrs. <MASK> frequently invited her to come and stay with her, with the promise of balls and young men, her father would never consent to her going. <MASK> was the only daughter who remained at home; and she was necessarily drawn from the pursuit of accomplishments by Mrs. <MASK> 's being quite unable to sit alone. <MASK> was obliged to mix more with the world, but she could still moralize over every morning visit; and as she was no longer mortified by comparisons between her sisters' beauty and her own, it was suspected by her father"," <MASK> 's society she was of course carefully kept in order, and something of the Mrs. S�s �dear friends� � they had invited her on the sester to help her forget her ridiculous predicament, with the promise of balls and young men, and not to interfere if her mother found out that her son was with a married woman. <MASK> was mentioned less frequently than <MASK>, and when she did come, it was in a general way the pursuit of accomplishments by Mrs. <MASK> 's being quite unable to sit alone. <MASK> was a well-meaning and remarkably stupid girl world, but she could still moralize over every morning visit; she had been, by the way comparisons between her sisters' beauty and her own, too, did come from her mother",A2N,0.99562407,0.9545299,0.041094184
" and positively declared, that he would still love, and still hope!  Fanny knew her own meaning, but was no judge of her own manner. Her manner was incurably gentle; and she was not aware how much it concealed the sternness of her purpose. Her diffidence, gratitude, and softness made every expression of indifference seem almost an effort of self-denial; seem, at least, to be giving nearly as much pain to herself as to him. Mr. Crawford was no longer the Mr. Crawford who, as the clandestine, insidious, treacherous admirer of Maria Bertram, had been her abhorrence, whom she had hated to see","and positively declared, �I�m going to love him till the end of my days, � and yet! Fanny knew her own meaning, of course; that was her prerogative. She was a flag-bearer; and she was not aware how much it clashed with her purpose. �I think, � she drawled, gratitude, and softness made every expression of indifference seem almost an effort of self-denial; hoped however, to be giving nearly as much pain to her cause as to his. Mr. Crawford was no longer the Mr. Crawford of the half-century, as the clandestine, insidious, treacherous admirer of Maria Bertram, she had become, whom she had hated to see"," and positively declared, that he would still love, and still hope! <MASK> knew her own meaning, but was no judge of her own manner. Her manner was incurably gentle; and she was not aware how much it concealed the sternness of her purpose. Her diffidence, gratitude, and softness made every expression of indifference seem almost an effort of self-denial; seem, at least, to be giving nearly as much pain to herself as to him. Mr. <MASK> was no longer the Mr. <MASK> who, as the clandestine, insidious, treacherous admirer of <MASK> <MASK>, had been her abhorrence, whom she had hated to see"," and positively declared, �I�m going to love him till the end of my days, � and yet! <MASK> knew her own meaning, of course; that was her prerogative. She was a flag-bearer; and she was not aware how much it clashed with her purpose. �I think, � she drawled, gratitude, and softness made every expression of indifference seem almost an effort of self-denial; hoped however, to be giving nearly as much pain to her cause as to his. Mr. <MASK> was no longer the Mr. <MASK> of the half-century, as the clandestine, insidious, treacherous admirer of <MASK> <MASK>, she had become, whom she had hated to see",A2N,0.98664516,0.95592046,0.030724704
" her, she might not have persuaded herself into receiving his addresses properly before the young man's inclination for paying them were over. There was nothing to be done, however, but to submit quietly and hope the best.  The promised visit from “her friend,” as Edmund called Miss Crawford, was a formidable threat to Fanny, and she lived in continual terror of it. As a sister, so partial and so angry, and so little scrupulous of what she said, and in another light so triumphant and secure, she was in every way an object of painful alarm. Her displeasure, her penetration, and her happiness","her, she might not have persuaded herself into receiving his addresses properly before the young man's inclination for paying them were over. There was another matter, as we have already remarked hope the best. She did not want to be the guinea-necro for the, � as Edmund called Miss Crawford, was a formidable threat to Fanny, and even to her own existence. He had a sister, so partial and so angry, and so little scrupulous of what she said, and so unlike all the rest of what she did allow herself object of painful alarm. She was a, her penetration, and her happines"," her, she might not have persuaded herself into receiving his addresses properly before the young man 's inclination for paying them were over. There was nothing to be done, however, but to submit quietly and hope the best. The promised visit from “ her friend, ” as <MASK> called Miss <MASK>, was a formidable threat to <MASK>, and she lived in continual terror of it. As a sister, so partial and so angry, and so little scrupulous of what she said, and in another light so triumphant and secure, she was in every way an object of painful alarm. Her displeasure, her penetration, and her happiness"," her, she might not have persuaded herself into receiving his addresses properly before the young man 's inclination for paying them were over. There was another matter, as we have already remarked hope the best. She did not want to be the guinea-necro for the, � as <MASK> called Miss <MASK>, was a formidable threat to <MASK>, and even to her own existence. He had a sister, so partial and so angry, and so little scrupulous of what she said, and so unlike all the rest of what she did allow herself object of painful alarm. She was a, her penetration, and her happines",A2N,0.9893889,0.99223626,-0.0028473735
" by Fanny.  “I am very sorry,” said she; “it is very unlucky.” And she longed to be able to say something more to the purpose.  After an interval of silence, “I think they might as well have staid for me,” said he.  “Miss Bertram thought you would follow her.”  “I should not have had to follow her if she had staid.”  This could not be denied, and Fanny was silenced. After another pause, he went on--“Pray, Miss Price, are you such a great admirer of this Mr. Crawford as some people are? For my part, I can see nothing in him.”  “I do not think him at all handsome.”  “Handsome! Nobody","by Fanny. �I�m terribly sorry, � said she; �it is very unlucky. � And she spoke anew, unaffected by the prior conversation: �I do not know what better thing you could do. After an interval of silence, I think it would be a good idea to � � �Certainly not staid for me, � said A. � to tell you again, � continued Clare. I still can not get over it. �I suggest, � she went on This could not be denied, and Fanny was silenced. Another pause, and he went on � �By the way- �Pray, Miss Price, are you such a great admirer of this Mr. Crawford as some people are? � �Well, I � m not� � (holding his head, as it were, as if he were thinking of something else) all handsome. � �Handsome! Nobody"," by <MASK>. “ I am very sorry, ” said she; “ it is very unlucky. ” And she longed to be able to say something more to the purpose. After an interval of silence, “ I think they might as well have staid for me, ” said he. “ Miss <MASK> thought you would follow her. ” “ I should not have had to follow her if she had staid. ” This could not be denied, and <MASK> was silenced. After another pause, he went on -- “ Pray, Miss Price, are you such a great admirer of this Mr. <MASK> as some people are? For my part, I can see nothing in him. ” “ I do not think him at all handsome. ” “ Handsome! Nobody"," by <MASK>. �I�m terribly sorry, � said she; �it is very unlucky. � And she spoke anew, unaffected by the prior conversation: �I do not know what better thing you could do. After an interval of silence, I think it would be a good idea to � � �Certainly not staid for me, � said A. � to tell you again, � continued <MASK>. I still can not get over it. �I suggest, � she went on This could not be denied, and <MASK> was silenced. Another pause, and he went on � �By the way- �Pray, Miss Price, are you such a great admirer of this Mr. <MASK> as some people are? � �Well, I � m not� �( holding his head, as it were, as if he were thinking of something else) all handsome. � �Handsome! Nobody",A2N,0.9729559,0.99505657,-0.022100687
" daughters might do as they pleased.  But they had no curiosity to see how Mr. and Mrs. Palmer ate their dinner, and no expectation of pleasure from them in any other way.  They attempted, therefore, likewise, to excuse themselves; the weather was uncertain, and not likely to be good.  But Sir John would not be satisfied--the carriage should be sent for them and they must come.  Lady Middleton too, though she did not press their mother, pressed them.  Mrs. Jennings and Mrs. Palmer joined their entreaties, all seemed equally anxious to avoid a family party; and the young ladies were obliged","daughters might do as they pleased. But they had no curiosity to see how Mr. and Mrs. Palmer ate their dinner, and no expectation of pleasure from them in any other way. They were, though, neither scruple nor perplexed, just as most people in their place; the weather was uncertain, and not likely to be good. But Sir John would not be satisfied -- the carriage should be sent for them and they must come. Lady Middleton too, she and her mother, they and their mothers, all the chaperones, pressed them. Might Mrs. Middleton and Mrs. Palmer joined their entreaties, all seemed equally anxious to avoid a family party; and the young ladies were obliged"," daughters might do as they pleased. But they had no curiosity to see how Mr. and Mrs. <MASK> ate their dinner, and no expectation of pleasure from them in any other way. They attempted, therefore, likewise, to excuse themselves; the weather was uncertain, and not likely to be good. But Sir <MASK> would not be satisfied -- the carriage should be sent for them and they must come. <MASK> <MASK> too, though she did not press their mother, pressed them. Mrs. <MASK> and Mrs. <MASK> joined their entreaties, all seemed equally anxious to avoid a family party; and the young ladies were obliged"," daughters might do as they pleased. But they had no curiosity to see how Mr. and Mrs. <MASK> ate their dinner, and no expectation of pleasure from them in any other way. They were, though, neither scruple nor perplexed, just as most people in their place; the weather was uncertain, and not likely to be good. But Sir <MASK> would not be satisfied -- the carriage should be sent for them and they must come. <MASK> <MASK> too, she and her mother, they and their mothers, all the chaperones, pressed them. Might Mrs. <MASK> and Mrs. <MASK> joined their entreaties, all seemed equally anxious to avoid a family party; and the young ladies were obliged",A2N,0.99175656,0.99175656,0.0
" of _planning_ judged of by the day at Sotherton. I see things very differently now. Do not think of me as I appeared then.”  Sotherton was a word to catch Mrs. Norris, and being just then in the happy leisure which followed securing the odd trick by Sir Thomas's capital play and her own against Dr. and Mrs. Grant's great hands, she called out, in high good-humour, “Sotherton! Yes, that is a place, indeed, and we had a charming day there. William, you are quite out of luck; but the next time you come, I hope dear Mr. and Mrs. Rushworth will be at home, and I am sure I can answer for your","of _planning_ judged of by the day at Sotherton. There is a lot of sense in all this. I am not a good declarant, and lapse easily, like words catch Mrs. Norris, and being just then in the happy leisure which followed securing the odd trick by Sir Thomas's capital play and her own against Dr. and Mrs. Johnson�s highly paid hand, she started to �escalate � the situation, to vernalize it! Yes, that is a place, indeed, and we had a charming day there. William, you are quite out of luck with your� � No, too late now, dear Mr. and Mrs. Rushworth will be at home, I assured you"," of _planning_ judged of by the day at Sotherton. I see things very differently now. Do not think of me as I appeared then. ” Sotherton was a word to catch Mrs. <MASK>, and being just then in the happy leisure which followed securing the odd trick by Sir <MASK> 's capital play and her own against Dr. and Mrs. <MASK> 's great hands, she called out, in high good-humour, “ Sotherton! Yes, that is a place, indeed, and we had a charming day there. <MASK>, you are quite out of luck; but the next time you come, I hope dear Mr. and Mrs. <MASK> will be at home, and I am sure I can answer for your"," of _planning_ judged of by the day at Sotherton. There is a lot of sense in all this. I am not a good declarant, and lapse easily, like words catch Mrs. <MASK>, and being just then in the happy leisure which followed securing the odd trick by Sir <MASK> 's capital play and her own against Dr. and Mrs. Johnson�s highly paid hand, she started to �escalate � the situation, to vernalize it! Yes, that is a place, indeed, and we had a charming day there. <MASK>, you are quite out of luck with your� � No, too late now, dear Mr. and Mrs. <MASK> will be at home, I assured you",A2N,0.9837388,0.6799743,0.30376446
" plainly that it ended no better than it began. He was prevented, however, from even looking his surprise by his father's entrance. They went to breakfast directly; but Catherine could hardly eat anything. Tears filled her eyes, and even ran down her cheeks as she sat. The letter was one moment in her hand, then in her lap, and then in her pocket; and she looked as if she knew not what she did. The general, between his cocoa and his newspaper, had luckily no leisure for noticing her; but to the other two her distress was equally visible. As soon as she dared leave the table she hurried","plainly that it ended no better than it began. He was allowed to go out without a trouble, however, from even looking his surprise by his father's entrance. That morning he had skipped breakfast, having left his breakfast behind in the dining room; but Catherine could hardly eat anything. �Oh, no,� she cried to herself, �too bad! � And with a shrug of her shoulders she went out. She returned only later, and told her wife about the letter in a whisper, then in her lap, and through her raincoat pocket; and then, thinking she might be seen, she went out too. She did not give it much thought. The Thals, between his cocoa and his newspaper, had luckily no leisure for �Good Lord, � she wheezed; but immediately resumed her true form equally visible. In the caf� she stood as she peered over the table (presumptuous"," plainly that it ended no better than it began. He was prevented, however, from even looking his surprise by his father 's entrance. They went to breakfast directly; but <MASK> could hardly eat anything. Tears filled her eyes, and even ran down her cheeks as she sat. The letter was one moment in her hand, then in her lap, and then in her pocket; and she looked as if she knew not what she did. The general, between his cocoa and his newspaper, had luckily no leisure for noticing her; but to the other two her distress was equally visible. As soon as she dared leave the table she hurried"," plainly that it ended no better than it began. He was allowed to go out without a trouble, however, from even looking his surprise by his father 's entrance. That morning he had skipped breakfast, having left his breakfast behind in the dining room; but <MASK> could hardly eat anything. �Oh, no, � she cried to herself, �too bad! � And with a shrug of her shoulders she went out. She returned only later, and told her wife about the letter in a whisper, then in her lap, and through her raincoat pocket; and then, thinking she might be seen, she went out too. She did not give it much thought. The Thals, between his cocoa and his newspaper, had luckily no leisure for �Good Lord, � she wheezed; but immediately resumed her true form equally visible. In the caf� she stood as she peered over the table( presumptuous",A2N,0.9963975,0.9839306,0.0124669075
" ""What! arrest you, my most faithful servant?""  ""Yes, my lord.""  ""And notwithstanding you had signed the name Parry?""  ""To all my letters, my lord; and the aide-de-camp had known me at St. James’s and at Whitehall, too,"" added the old man with a sigh.  The young man leaned forward, thoughtful and sad.  ""Ay, that’s what he did before his people,"" said he, endeavoring to cheat himself with hopes. ""But, privately--between you and him--what did he do? Answer!""  ""Alas! my lord, he sent to me four cavaliers, who gave me the horse with which you just now saw me come back. These cavaliers","What! If the officer is of the line, my most faithful servant? '', lord! I am of no use ``And notwithstanding you had signed the name Parry?'' You, who have seen my letters, ''Look upon me; and the aide-de-camp had known me at St. James Whitehall, too, ``added the old man with a sigh. He turned away his head, thoughtful and sad. “Oh no, he did not people, ``said he, endeavoring to cheat himself with hopes. ``St, privately -- between you and him -- what did he do? -- Well ""Alas! thought I, my wretchedness must be the greatest sacrifice of all, he sent to me four cavaliers, which would have been loads upon me; and the saddler of my horse was the very person whom I have been hoping to see you this morning. “Four cavaliers"," `` What! arrest you, my most faithful servant? '' `` Yes, my lord. '' `` And notwithstanding you had signed the name <MASK>? '' `` To all my letters, my lord; and the aide-de-camp had known me at St. James ’ s and at Whitehall, too, '' added the old man with a sigh. The young man leaned forward, thoughtful and sad. `` Ay, that ’ s what he did before his people, '' said he, endeavoring to cheat himself with hopes. `` But, privately -- between you and him -- what did he do? Answer! '' `` Alas! my lord, he sent to me four cavaliers, who gave me the horse with which you just now saw me come back. These cavaliers"," What! If the officer is of the line, my most faithful servant? '', lord! I am of no use `` And notwithstanding you had signed the name <MASK>? '' You, who have seen my letters, ''Look upon me; and the aide-de-camp had known me at St. <MASK> <MASK>, too, `` added the old man with a sigh. He turned away his head, thoughtful and sad. “ Oh no, he did not people, `` said he, endeavoring to cheat himself with hopes. `` St, privately -- between you and him -- what did he do? -- Well `` Alas! thought I, my wretchedness must be the greatest sacrifice of all, he sent to me four cavaliers, which would have been loads upon me; and the saddler of my horse was the very person whom I have been hoping to see you this morning. “ Four cavaliers",D2A,0.2444827,0.9925589,-0.7480762
" said D’Artagnan, “but as he is a thoughtful young man he promised to send four expert workmen in his place to help those already at the scaffold, and wrote the moment he was brought home to Master Tom Lowe, an assistant carpenter and friend of his, to go down to Whitehall, with three of his friends. Here’s the letter he sent by a messenger, for sixpence, who sold it to me for a guinea.”  “And what on earth are you going to do with it?” asked Athos.  “Can’t you guess, my dear Athos? You, who speak English like John Bull himself, are Master Tom Lowe, we, your three companions. Do you","said D ’ Artagnan, he is a very capable young man man he promised to send four expert workmen with his help the scaffold, and _that_ is all that he ever gave me up to Master Tom Lowe, who is now making me his carpenter, to go down to Whitehall, with three of his friends. Here ’ s the letter he sent by a messenger, to the housemaid, who sold it to me for a guinea. ” “And what on earth could we do with it?””” “I wish I? ” asked Athos. “You know, Athos? You, who speak English like John Bull himself, are Master Tom Lowe, we, your three companions. “Do you"," said D ’ <MASK>, “ but as he is a thoughtful young man he promised to send four expert workmen in his place to help those already at the scaffold, and wrote the moment he was brought home to Master <MASK> <MASK>, an assistant carpenter and friend of his, to go down to Whitehall, with three of his friends. Here ’ s the letter he sent by a messenger, for sixpence, who sold it to me for a guinea. ” “ And what on earth are you going to do with it? ” asked <MASK>. “ Can ’ t you guess, my dear <MASK>? You, who speak English like <MASK> <MASK> himself, are Master <MASK> <MASK>, we, your three companions. Do you"," said <MASK> <MASK> <MASK>, he is a very capable young man man he promised to send four expert workmen with his help the scaffold, and _that_ is all that he ever gave me up to Master <MASK> <MASK>, who is now making me his carpenter, to go down to Whitehall, with three of his friends. Here ’ s the letter he sent by a messenger, to the housemaid, who sold it to me for a guinea. ” “ And what on earth could we do with it? ” ” ” “ I wish I? ” asked <MASK>. “ You know, <MASK>? You, who speak English like <MASK> <MASK> himself, are Master <MASK> <MASK>, we, your three companions. “ Do you",D2A,0.964358,0.9668498,-0.0024918318
" must be married in order to be respected.”  “Married?”  “Yes, here is my hand, Louise; will you place yours within it?”  “But your father?”  “My father leaves me perfectly free.”  “Yet--”  “I understand your scruples, Louise; I will consult my father.”  “Reflect, M. Raoul; wait.”  “Wait! it is impossible. Reflect, Louise, when _you_ are concerned! it would be insulting,--give me your hand, dear Louise; I am my own master. My father will consent, I know; give me your hand, do not keep me waiting thus. One word in answer, one word only; if not, I shall begin to think that, in order to change","must be married in order to be respected. So you are married, and we are married, here is my hand, Louise; will you place yours within it; but your father would not have you .” “And my father would not have me. “Oh! You may depend upon it- ” “I should not have any such scruples, ” said she, “where my father could put me. ” “Reflect, M. Raoul; I am not in the way! I wish it were possible. Reflect, Louise, and do not be so much in the way! it would be insulting, -- give me your hand, dear Louise; I feel that I can do anything. My father will consent, I am very sure; and if you'd but give me your hand, I should be most happy to receive it. There's my answer, here:--Say nothing, I am sure; only one word more; say, I am sure, that I shall say nothing, in order to change"," must be married in order to be respected. ” “ Married? ” “ Yes, here is my hand, <MASK>; will you place yours within it? ” “ But your father? ” “ My father leaves me perfectly free. ” “ Yet -- ” “ I understand your scruples, <MASK>; I will consult my father. ” “ Reflect, <MASK> <MASK>; wait. ” “ Wait! it is impossible. Reflect, <MASK>, when _you_ are concerned! it would be insulting, -- give me your hand, dear <MASK>; I am my own master. My father will consent, I know; give me your hand, do not keep me waiting thus. One word in answer, one word only; if not, I shall begin to think that, in order to change"," must be married in order to be respected. So you are married, and we are married, here is my hand, <MASK>; will you place yours within it; but your father would not have you. ” “ And my father would not have me. “ Oh! You may depend upon it- ” “ I should not have any such scruples, ” said she, “ where my father could put me. ” “ Reflect, <MASK> <MASK>; I am not in the way! I wish it were possible. Reflect, <MASK>, and do not be so much in the way! it would be insulting, -- give me your hand, dear <MASK>; I feel that I can do anything. My father will consent, I am very sure; and if you 'd but give me your hand, I should be most happy to receive it. There 's my answer, here: -- Say nothing, I am sure; only one word more; say, I am sure, that I shall say nothing, in order to change",D2A,0.98559177,0.9938261,-0.008234322
" of honor, and with all its accompanying details, had arranged the comedy which had just been acted. The king was completely bewildered by it; for the first time since he had escaped from the trammels of M. de Mazarin, he found himself treated as a man. Similar severity from any of his subjects would have been at once resisted by him. Strength comes with battle. But to match one’s self with women, to be attacked by them, to have been imposed upon by mere girls from the country, who had come from Blois expressly for that purpose; it was the depth of dishonor for a young sovereign full of","of honor, and something more, had arranged the comedy which had just been acted. It was not merely gallant; for the first time since he had escaped from Ilya and Mikaela, he found himself, in someone else. Similar severity from any of his subjects would have made his own performances unexceptionable. Strength comes with battle. Alas! with everything else women, to be attacked by them, to be comprehended by men from the country, who had come from Blois expressly for that purpose; and with only a httternorm of the kind, a httternof disappointments a young sovereign full of"," of honor, and with all its accompanying details, had arranged the comedy which had just been acted. The king was completely bewildered by it; for the first time since he had escaped from the trammels of <MASK> <MASK> <MASK>, he found himself treated as a man. Similar severity from any of his subjects would have been at once resisted by him. Strength comes with battle. But to match one ’ s self with women, to be attacked by them, to have been imposed upon by mere girls from the country, who had come from Blois expressly for that purpose; it was the depth of dishonor for a young sovereign full of"," of honor, and something more, had arranged the comedy which had just been acted. It was not merely gallant; for the first time since he had escaped from <MASK> and <MASK>, he found himself, in someone else. Similar severity from any of his subjects would have made his own performances unexceptionable. Strength comes with battle. Alas! with everything else women, to be attacked by them, to be comprehended by men from the country, who had come from Blois expressly for that purpose; and with only a httternorm of the kind, a httternof disappointments a young sovereign full of",D2A,0.960746,0.99451816,-0.03377217
