,Unnamed: 0,Unnamed: 0.1,text,author
749,749,11743," the number i had been given, and was told that the doctor had gone home and would be back in a quarter of an hour. i was too impatient to wait and dialled his home number. the female voice i already knew answered that he had just left. i leant against the wall (the booth was in a café this time) and knocked at it with my pencil. would i never get to <mask>? who were those idle idiots who wrote on the wall 'death to the jews' or 'vive le front populaire', or left obscene drawings? some anonymous artist had begun blacking squares — a chess board, ein schachbrett, un damier.... there was a",Nabokov
750,750,12764," but here, unfortunately, our crystalline lens had to return to its normal condition, for everything shifted, the man jumped into the next carriage, the train jerked into motion, and the girl took a handkerchief out of her handbag. when, in the course of her receding glide, she came exactly in front of his window, konstantin, kostya, kostenka, thrice kissed with gusto the palm of his hand, but his salute passed unnoticed: with rhythmical waves of her handkerchief, she floated away. he shut the window and, on turning around, saw with pleased surprise that during his mesmeric activities",Nabokov
751,751,454," her bobbed hair was of a neutral shade between dry straw and damp. her light blue iris could be matched by millions of similar eyes in pigment-poor families of french estoty. her mouth was doll-pretty when consciously closed in a mannered pout so as to bring out what portraitists call the two “sickle folds” which, at their best, are oblong dimples and, at their worst, the creases down the well-chilled cheeks of felt-booted apple-cart girls. when her lips parted, as they did now, they revealed braced teeth, which, however, she quickly remembered to shutter. “my cousin <mask> said <mask>,",Nabokov
752,752,3088," end to the excesses. but many beautiful things—your lands, your devastated lands, your country mansion, burned down by the rascally mob—to all that you can bid adieu.” “how much does a pair of skis cost here?” asked <mask>. “i don’t know,” replied <mask> <mask> with a sigh. “i have never indulged in that english sport. by the way, you speak french with a british accent. that is bad. we’ll have to change all that.” “he’s forgotten a lot,” sofia interceded for her son. “the last few years mlle. <mask> no longer gave him lessons.” “dead,” said <mask> <mask> with feeling. “one more death.”",Nabokov
753,753,8506," a large luminous puddle, making of the telephone wires reflected in it illegible lines of black zigzags. chapter five 1 from the top platform of an old, seldom used lookout tower—a “prospect tower” as it was formerly termed—that stood on a wooded hill eight hundred feet high, called mount ettrick, in one of the fairest of new england’s fair states, the adventurous summer tourist (miranda or mary, <mask> or jim, whose penciled names were almost obliterated on the balustrade) might observe a vast sea of greenery, composed mainly of maple, beech, tacamahac, and pine. some five",Nabokov
754,754,7099," given my definition of death to thestunned fisherman, to the mower who stopped wiping his scythe with a handfulof grass, to the cyclist embracing in terror a willow sapling on one greenbank and actually getting up to the top of a taller tree on the oppositeside with his machine and girlfriend, to the black horses gaping at me likepeople with trick dentures all through my strange skimming progress, i wouldhave cried one word: speed! not that those rural witnesses ever existed. myimpression of prodigious, inexplicable, and to tell the truth rather sillyand degrading speed (death is",Nabokov
755,755,14830," couple of days to cambridge before resuming my peregrinations. i still hope to be able to send you the ms by christmas. the book is almost finished. had i a quiet fortnight for a final spurt and another ten days to dictate the thing to my wife (i cannot type) then i would be quite sure of having it ready by that time. i have read one of its passages to <mask> and his reaction was highly satisfactory. a hasty perusal of the new edition of ""dead souls"" (""home life""!) disclosed that—apart from fadiman's idiotic introduction and the rather self-conscious slang occurring here and there in the",Nabokov
756,756,6426," what is happening to you.” he kept taking the drome cigarette apart and munching bits of it. “i am willing to try,” he said. “you are either australian, or a german refugee. must you talk to me? this is a gentile’s house, you know. maybe, you’d better run along. and do stop demonstrating that gun. i’ve an old <mask> in the music room.” i pointed chum at his slippered foot and crushed the trigger. it clicked. he looked at his foot, at the pistol, again at his foot. i made another awful effort, and, with a ridiculously feeble and juvenile sound, it went off. the bullet entered the",Nabokov
757,757,4569," <mask> was too naively self-centered to realize how thoroughly those sudden returns had been exploited in ribald tales. <mask> ripped the photo into little bits which the wind carried across the wet lawn. “silly,” said <mask>, “why did you do that? he’s sure to ask me if i pasted it in the album.” “some day i’ll tear up the album too,” said <mask>. an eager <mask> had come running toward them: he hoped <mask> might have thrown a ball or a pebble but a rapid search revealed nothing. a couple of days later <mask> was allowed to spend the weekend with the family of her brother, a fireman in",Nabokov
758,758,7576," his skin. i’m in the class of fussy bimanists. as a discreet ephebe in tights assists a female in an acrobatic dance, my left hand helps, and holds, and shifts its stance. now i shall speak … better than any soap is the sensation for which poets hope when inspiration and its icy blaze, the sudden image, the immediate phrase over the skin a triple ripple send 920 making the little hairs all stand on end as in the enlarged animated scheme of whiskers mowed when held up by our cream. now i shall speak of evil as none has spoken before. i loathe such things as jazz; the",Nabokov
759,759,10467," age, the mother of a family, who in her youth had published excellent poems in the st. petersburg review apollo and who now lived modestly two steps from the grave of <mask> <mask> suffering from an incurable eye illness which endowed mortus’ every line with a kind of tragic value). and when <mask> realized the infinitely flattering hostility of this article he felt disappointed that no one wrote about him like that. he also looked through a little illustrated weekly published by russian émigrés in warsaw and found a review on the same subject, but of a completely different cut. it",Nabokov
760,760,11844," two flies settled on the red floor. one climbed on top of the other. they buzzed and flew apart. “no hard feelings,” pal <mask> said with a slow exhalation. he shook his head. “i’ll grin and bear it—go, don’t let me keep you.” i was running again along the path, next to the alder bushes. i felt that i had bathed in another’s grief, that i was radiant with his tears. the feeling was a happy one, which i have since experienced only rarely: at the sight of a bowed tree, a pierced glove, a horse’s eye. it was happy because it had a harmonious flow. it was happy as any movement or radiance is",Nabokov
761,761,824," rushed a multitude of trivial reflections. a pantomime of rational thought. he took a tepid shower in the poolside shed, doing everything with comic deliberation, very slowly and cautiously, lest he break the new, unknown, brittle <mask> born a moment ago. he watched his thoughts revolve, dance, strut, clown a little. he found it delightful to imagine, for instance, that a cake of soap must be solid ambrosia to the ants swarming over it, and what a shock to be drowned in the midst of that orgy. the code, he reflected, did not allow to challenge a person who was not born a gentleman but",Nabokov
762,762,794," a letter, marked “confidential,” to <mask>. dear veen, in a couple of days i must leave for a spell of military service abroad. if you desire to see me before i go i shall be glad to entertain you (and any other gentleman you might wish to bring along) at dawn tomorrow where the maidenhair road crosses tourbière lane. if not, i beg you to confirm in a brief note that you bear me no grudge, just as no grudge is cherished in regard to you, sir, by your obedient ser<mask>t <mask> <mask> <mask> <mask> <mask> did not desire to see the count. he said so to the pretty messenger, who stood with one hand on the",Nabokov
763,763,6076," recreations of a normal child.” “do you mean sex play?” i asked jauntily, in despair, a cornered old rat. “well, i certainly welcome this civilized terminology,” said <mask> with a grin. “but this is not quite the point. under the auspices of <mask> school, dramatics, dances and other natural activities are not technically sex play, though girls do meet boys, if that is what you object to.” “all right,” i said, my hassock exhaling a weary sigh. “you win. she can take part in that play. provided male parts are taken by female parts.” “i am always fascinated,” said pratt, “by the",Nabokov
764,764,10664," and destitute, he pursues a particular aim. he needs a dummy image in order to justify his falling in love with her, so he substitutes for it the urge to assist a poor woman, or in other words sets his love upon a utilitarian foundation. for otherwise the palpitations of a fond heart are not to be explained by the limited means of that rough-hewn materialism, to whose blandishments he had already hopelessly succumbed. and then, only yesterday, when <mask> <mask> “was sitting without a shawl, and of course her ‘missionary’ [a plain dress] was slit a little at the front and one could",Nabokov
765,765,13327," it had to be done, no getting out of it. there was, however, another possibility. in worn bedroom slippers and sagging pants, listlessly, almost noiselessly, dragging his feet, he passed from his room to the hallway and groped for the switch. on the console under the looking glass, next to the guest’s smart beige cap, there remained a crumpled piece of soft paper: the wrappings of liberated roses. he rummaged in his father’s overcoat, penetrating with squeamish fingers into the insensate world of a strange pocket, but did not find there the spare pack he had hoped to obtain, knowing as he",Nabokov
766,766,7257," again. “the <mask> academy in petersburg—know it?” he went on, slipping into podtyagin’s tone of voice, as one often does when talking to an old man. “i remember the schoolyard. we used to play football there. there was firewood piled up under an archway and now and again the ball used to knock down a log.” “we preferred bat-and-tag, and cossacks-and-robbers,” said podtyagin. “and now life has gone,” he added unexpectedly. “do you know, <mask> <mask> today i remembered those old magazines which used to print your poetry. and the birch groves.” “did you really?” the old man turned",Nabokov
767,767,11248," thrown by a vicious malay at the cricketer's friend.... that ""uproarious"" serial featuring three boys, one of whom was a contortionist who could make his nose spin, the second a conjurer, the third a ventriloquist.... a horseman leaping over a racing car.... 'next morning at school, i made a bad mess of the geometrical problem which in our slang we termed ""pythagoras' pants"". the morning was so dark that the lights were turned on in the classroom and this always gave me a nasty buzzing in the head. i came home about half past three in the afternoon with that sticky sense of uncleanliness",Nabokov
768,768,12510," “it isn’t right—” began nikolay. she pulled at his sleeve, whispering, “don’t you dare! i don’t want to … don’t you dare.…” the bell started buzzing again, insistently and irritably this time. and it buzzed on for a long time. “let me go,” said nikolay. “this is silly. if somebody rings you have to answer the door. what are you frightened of?” “don’t you dare—do you hear,” she repeated, spasmodically clutching at his hand. “i implore you.… nicky, nicky, nicky!… don’t!” the bell stopped. it was replaced by a series of vigorous knocks, produced, it seemed, by the stout knob of a cane.",Nabokov
769,769,5749," on to say he would go and fetch his delicate daughter immediately after the funeral, and would do his best to give her a good time in totally different surroundings, perhaps a trip to new mexico or california—granted, of course, he lived. so artistically did i impersonate the calm of ultimate despair, the hush before some crazy outburst, that the perfect farlows removed me to their house. they had a good cellar, as cellars go in this country; and that was helpful, for i feared insomnia and a ghost. now i must explain my reasons for keeping <mask> away. naturally, at first, when",Nabokov
770,770,5906," in the blueberry woods during the bluest of summers. through thick and thin i will still stay your guardian, and if you are good, i hope a court may legalize that guardianship before long. let us, however, forget, dolores haze, so-called legal terminology, terminology that accepts as rational the term ‘lewd and lascivious cohabitation.’ i am not a criminal sexual psychopath taking indecent liberties with a child. the rapist was charlie holmes; i am the therapist—a matter of nice spacing in the way of distinction. i am your daddum, lo. look, i’ve a learned book here about young girls.",Nabokov
771,771,6391," similar occasions, it was always my habit and method to ignore <mask>’s states of mind while comforting my own base self. when my mother, in a livid wet dress, under the tumbling mist (so i vividly imagined her), had run panting ecstatically up that ridge above moulinet to be felled there by a thunderbolt, i was but an infant, and in retrospect no yearnings of the accepted kind could i ever graft upon any moment of my youth, no matter how savagely psychotherapists heckled me in my later periods of depression. but i admit that a man of my power of imagination cannot plead personal ignorance",Nabokov
772,772,6406," to have all my teeth removed. what would a complete set of dentures cost? how long would the process take, assuming we fixed our first appointment for some time in november? where was his famous nephew now? would it be possible to have them all out in one dramatic session? a white-smocked, gray-haired man, with a crew cut and the big flat cheeks of a politician, dr. <mask> perched on the corner of his desk, one foot dreamily and seductively rocking as he launched on a glorious long-range plan. he would first provide me with provisional plates until the gums settled. then he would make",Nabokov
773,773,15586," translations of her brother's poems are almost as bad as her brother's translations of shakespeare's plays. <mask> <mask> <mask> is no doubt a disciple of one of my victims. salisbury2 is a well-meaning journalist. and so on. i have not seen barkham's3 review but i do get the s.r. which takes only a fortnight to reach me—much faster than the santa maria. yes, i have heard from the british publisher about the publication date.4 i hope your boys will arrive in excellent shape. i am sure you will have a splendid year together. as ever, v <mask> <mask> ps. yes,",Nabokov
774,774,7315," like a peal of thunder. he sat up and listened. the thunder turned out to be an incomprehensible groaning and shuffling outside the door; somebody was scraping at it. gleaming very faintly in the dim dawn air, the door handle was suddenly pressed down and flicked up again, but although it was unlocked the door stayed shut. in pleasurable anticipation of adventure, ganin slipped off his bed and, clenching his left fist in case of need, he flung open the door with his right hand. in a sweeping movement, like a huge soft doll, a man fell prone against his shoulder. this was so",Nabokov
775,775,127," that a stranger was expected to dinner. he was an andalusian architect whom <mask> <mask> wanted to plan an “artistic” swimming pool for ardis manor. <mask> <mask> had intended to come, too, with an interpreter, but had caught the russian “hrip” (spanish flu) instead, and had phoned <mask> asking her to be very nice to good old alonso. “you must help <mask> <mask> told the children with a worried frown. “i could show him a copy, perhaps,” said <mask>, turning to <mask>, “of an absolutely fantastically lovely nature morte by <mask> <mask> <mask> of extremadura—golden grapes and a strange rose against a black",Nabokov
776,776,14478," full. clasping his brow <mask> said it was in the middle three-hundreds and faced east, the sun welcomed him on his bedside rug, though the room had practically no view. he wanted it very badly, but the law required that records be destroyed when a director, even a former director, did what <mask> had done (suicide being a form of account fakery, one supposed). her assistant, a handsome young fellow in black, with pustules on chin and throat, took person up to a fourth-floor room and all the way kept staring with a telly viewer's absorption at the blank bluish wall gliding down, while, on",Nabokov
777,777,8636," of tone from miss shrill to mr. <mask> and the consciousness of the soiree going on so nicely, made <mask> bend his head and guffaw ecstatically behind his hand. <mask> <mask> was weakly twinkling to himself as he looked into his punch, down his gray porous nose, and politely listened to <mask> <mask> who, when she was a little high as she was now, had a fetching way of rapidly blinking, or even completely closing her black-lashed blue eyes, and of interrupting her sentences, to punctuate a clause or gather new momentum, by deep hawing pants: “but don’t you think—haw—that what he is trying to",Nabokov
778,778,9421," city bus, or on some seaside sand useful only as food for an hourglass, he had been betrayed by a grim, hasty choice, his entreaties had been ignored by chance, and the delight of his eyes interrupted by a heedless turn of events. thin, dry-lipped, with a slightly balding head and ever watchful eyes, he now seated himself on a bench in a city park. july abolished the clouds, and a minute later he put on the hat he had been holding in his white, slender-fingered hands. the spider pauses, the heartbeat halts. on his left sat an elderly brunette with a ruddy forehead, dressed in mourning;",Nabokov
779,779,10472," on freight cars (the banging of their buffers, the clanking, the hunchbacked greaser with a lantern, the piercing melancholy of godforsaken stations, the shudder of russian rails, infinitely long-distance trains). between the star and the red lamp (trembling in railway smoke) lay an edition of the soviet chess magazine 8 × 8. as <mask> leafed through it, rejoicing over the human language of the problem diagrams, he noticed a small article with the picture of a thin-bearded old man, glowering over his spectacles; the article was headed “<mask> and chess.” he thought that this",Nabokov
780,780,4871," he thought, had been hit by a truck, it was found unconscious and had died, he said, in his arms. <mask> gave him fifty marks for his sympathy, reflecting sadly that nobody besides that rather coarse old soldier had really loved the poor beast. at the office he learned that mr. <mask> would meet him not in the lobby of the adlerhof but at the bar of the royal. before going there, he rang up <mask> at her mother’s at spandau and pleaded abjectly for a brief date later in the evening, but <mask> said she was busy, and suggested he call her again tomorrow or the day after tomorrow and take her",Nabokov
781,781,13587," russian aristocrat, recently adopted by an old lady, the russian wife of a neighboring landowner. one night, at the height of a thunderstorm, <mask> comes knocking at our door, enters, riding crop in hand, and announces in agitation that the pinewood is burning on his benefactress’s estate, and that our pinery is also in danger. this affects us less strongly than the visitor’s youthful glamour, and we are inclined to sink onto a hassock, toying pensively with our necklace, whereupon our bigot friend observes that the reflection of flames is at times more dangerous than the conflagration",Nabokov
782,782,73," of her having slept with her husband all along—ever since shakespeare’s birthday on a green rainy day, but for most other people, alas, it meant that marina (after g. a. vronsky, the movie man, had left marina for another long-lashed <mask> as he called all pretty starlets) had conceived, c’est bien le cas de le dire, the brilliant idea of having demon divorce mad aqua and marry <mask> who thought (happily and correctly) she was pregnant again. marina had spent a rukuliruyushchiy month with him at kitezh but when she smugly divulged her intentions (just before aqua’s arrival) he threw",Nabokov
783,783,2699," boring you! what an opportunity, what a subject you missed! for you could have written one last tale concluding the whole <mask> <mask> epic; one last episode beautifully setting off the rest: the murderer in that tale should have turned out to be not the one-legged bookkeeper, not the chinaman ching and not the woman in crimson, but the very chronicler of the crime stories, dr. <mask> himself—watson, who, so to speak, knew what was whatson. a staggering surprise for the reader. but what are they—doyle, dostoevsky, leblanc, wallace—what are all the great novelists who wrote of nimble",Nabokov
784,784,1735," but when i do go through them again, what pleases me most is the wayside murmur of this or that hidden theme. thus, in the second paragraph of chapter five comes the first intimation that 'someone is in the know' — a mysterious intruder who takes ad<mask>tage of <mask>'s dream to convey his own peculiar code message. the intruder is not the viennese quack (all my books should be stamped freudians, keep out), but an anthropomorphic deity impersonated by me. in the last chapter of the book this deity experiences a pang of pity for his creature and hastens to take over. <mask>, in a sudden moonburst",Nabokov
785,785,11289," made by him at the very outset of his literary career — one of these at least being a very miracle of verbal transfusion: his russian rendering of keats's 'la belle dame sans merci'. so one morning in early summer seventeen-year-old <mask> disappeared, leaving my mother a short note which informed her that he was accompanying pan and his wife on a journey to the east. at first she took it to be a joke (<mask>, for all his moodiness, at times devised some piece of ghoulish fun, as when in a crowded tramcar he had the ticket-collector transmit to a girl in the far end of the car a",Nabokov
786,786,5954," in an ange gauche way coeval. a helpful spectator, i would go up to that other child, and inhale her faint musky fragrance as i touched her forearm and held her knobby wrist, and push this way or that her cool thigh to show her the back-hand stance. in the meantime, lo, bending forward, would let her sunny-brown curls hang forward as she stuck her racket, like a cripple’s stick, into the ground and emitted a tremendous ugh of disgust at my intrusion. i would leave them to their game and look on, comparing their bodies in motion, a silk scarf round my throat; this was in south arizona, i",Nabokov
787,787,5984," belly, the flying tackle; and immediately after a plethora of pain that would have hospitalized a hercules (i should know by now), nothing to show but the rather becoming bruise on the bronzed cheek of the warmed-up hero embracing his gorgeous frontier bride. i remember one matinee in a small airless theatre crammed with children and reeking with the hot breath of popcorn. the moon was yellow above the neckerchiefed crooner, and his finger was on his strumstring, and his foot was on a pine log, and i had innocently encircled lo’s shoulder and approached my jawbone to her temple, when two",Nabokov
788,788,9644," of anything like the quilty intrigue; sexually unawakened and physically immature, which is perhaps why <mask> recalled her as a ten-year-old. it would be a serious mistake to roll away, on that protonymphet’s skates, into a garden of parallel primrose paths. 1. in vn: the art and life of vladimir nabokov, new york, crown, 1986. an odd concoction of rancor, adulation, innuendo, and outright factual error, which i had occasion to read in page proof. 2. in his story “the rotten people” originally published (after the novel) under the offensive title “zhid” (“the yid”), which,",Nabokov
789,789,4375," her feeling, and that was a pity. if only she leaned toward him as if by chance, and brushed her cheek against his temple over a blurred album, or if she did again, as she had the other night—if, for a moment, she pressed her back to his before the front-hall mirror and said, turning her perfumed head: “i’m an inch taller than you,” or if—but here he pulled himself together and soundlessly told the bus conductor: “that’s weakness, and there should be no weakness.” let her be tonight even colder than usual—no matter—now, now, now.… as he rang the bell there flashed through his mind a",Nabokov
790,790,1124," of the rare oak, quercus ruslan chat., and a number of other spots meant to be picturesque by the compiler of the illustrated pamphlet but looking a little shabby owing to inexperienced photography. it improved gradually. another girl (blanche!) stooping and squatting exactly like <mask> (and indeed not unlike her in features) over <mask>’s valise opened on the floor, and “eating with her eyes” the silhouette of ivory revery in a perfume advertisement. then the cross and the shade of boughs above the grave of marina’s dear housekeeper, <mask> <mask> <mask> (1797–1883). let’s skip nature",Nabokov
791,791,938," the coarseness, he had a keen sense of honor, odd though it may seem to you and me. no. i would concentrate entirely on the effect of the threat upon one ready to submit to any infamy rather than face the shadow of disclosure, for (and this, of course, neither he nor his informers could know), shocking as an affair between first cousins might have seemed to a law-abiding family, i refused to imagine (as you and i have always done) how marina and demon would have reacted in “our” case. by the jolts and skids of my syntax you will see that i cannot logically explain my behavior. i do not",Nabokov
792,792,10659," joy from his basic one (“that means i am able to nourish a pure attachment to a woman”)—yes, he was always doing his utmost to turn his heart so that one side was reflected in the glass of reason, or, as his best biographer, strannolyubski, puts it: “he distilled his feelings in the alembics of logic.” but who could have said that he was occupied at that moment with thoughts of love? many years later in his flowery sketches from life this same <mask> <mask> made a careless error when he said that his best man at the wedding, the student “krushedolin,” looked as serious “as if he were",Nabokov
793,793,113," although he did not mind an occasional visitor’s admiring the place’s tall bookcases and short cabinets, its dark pictures and pale busts, its ten chairs of carved walnut, and two noble tables inlaid with ebony. in a slant of scholarly sunlight a botanical atlas upon a reading desk lay open on a colored plate of orchids. a kind of di<mask> or daybed covered in black velvet, with two yellow cushions, was placed in a recess, below a plate-glass window which offered a generous view of the banal park and the man-made lake. a pair of candlesticks, mere phantoms of metal and tallow, stood, or",Nabokov
794,794,3384," the bronze-colored sweater, the exposed ears, the stuffy voice—she was in the throes of a bad cold, and the skin was red around her nostrils; she would stop peeling to blow her nose, give a dejected grunt, and slice off a new spiral of brown skin with her knife. for supper they had buckwheat groats with margarine instead of butter. <mask> came to table holding a kitten from which she was inseparable and greeted <mask> with a joyous and dreadful laugh. both mothers had aged during the past year and had grown to resemble each other even more. only <mask> was still his old self, and cut into",Nabokov
795,795,3163," turning to the smiling darwin, “ended together with russia, that is, two years ago. everything subsequent is blatnaya muzïka (thieves’ lingo).” “i don’t understand russian, please translate,” replied darwin. “yes, we keep drifting into it,” said mrs. zilanov. “that’s not nice. english, please, everybody.” meanwhile <mask> lifted a metal dome from above the muffins and crumpets (which a waiter had brought from the college canteen), checked whether they had sent the right thing, and moved the platter closer to the flaming hearth. in addition to <mask> and <mask> he had invited a russian",Nabokov
796,796,13985," the hiss of the asynchronous surf. a certain shady character, the terror of relief organizations, a bald-headed man with mad eyes, slowly floats across my field of vision with his legs bent in a sitting position, like an elderly fetus, and then miraculously fits into a back-row seat. our friend the count is also here, complete with high collar and dingy spats. a venerable but worldly priest, with his cross gently heaving on his ample chest, sits in the front row and looks straight ahead. the items of these right-wing festivals that the slavska’s name evokes in my mind were of the same",Nabokov
797,797,4867," sand sang underfoot. among a hundred similarly striped shelters it was easy to recognize one’s own—and not only by the number it bore: those rentable objects grow accustomed to their chance owner remarkably fast, becoming part of his life simply and trustfully. three or four shelters away was the <mask>s’ niche; now it stood empty—neither <mask>, nor his wife, nor his nephew was there. a huge rampart of sand surrounded it. a little boy in red trunks was climbing all over that rampart, and the sand trickled down, sparkling, and presently a whole chunk of it crumbled. mrs. <mask> would not",Nabokov
798,798,1857," characters of his feet. what else? oh, yes — the absent-minded beat of his forefinger against the arm of his chair. under this visible surface, a silk shirt enveloped his robust torso and tired hips. it was tucked deep into his long underpants which in their turn were tucked into his socks: it was rumoured, he knew, that he wore none (hence the spats) but that was not true; they were in fact nice expensive lavender silk socks. under this was the warm white skin. out of the dark an ant trail, a narrow capillary cara<mask>, went up the middle of his abdomen to end at the brink of his",Nabokov
799,799,2140," are spreading. it is rumoured for instance that the cream of our intelligentsia is opposed to the present regime."" 'wouldn't ""whipped cream"" be fitter? i mean, pursuing the metaphor —' 'make a note, make a note, these details do not matter.' '""untrue! a mere phrase, an untruth, those who rage, storm, fulminate, gnash their teeth, pour a ceaseless stream [potok] of abusive words upon us do not accuse us of anything directly, they only 'insinuate', this insinuation is stupid, far from opposing the regime, we professors, writers, philosophers, and so forth, support it with all possible",Nabokov
800,800,10636," their own horses from saratov to st. petersburg. the whole way he kept reading a book. it goes without saying that he preferred his “war of words” to the “corn ears bowing in the dust.” here the author remarked that in some of the lines he had already composed there continued without his knowledge a fermentation, a growth, a swelling of the pea, or, more precisely: at one or another point the further development of a given theme became manifest—the theme of the “writing exercises” for example: already during his student days <mask> <mask> was copying out for his own benefit",Nabokov
801,801,145," moving knees while her haunches and hands worked, one hand holding the stick, the other brushing back bothersome strands of hair. a gentle breeze suddenly eclipsed her fleck. when that occurred, the player lost one point, even if the leaf or the cloud hastened to move aside. all right. what was the other game? the other game (in a singsong voice) might seem a little more complicated. to play it properly one had to wait for p.m. to provide longer shadows. the player— “stop saying ‘the player.’ it is either you or me.” “say, you. you outline my shadow behind me on the sand. i move. you",Nabokov
802,802,172," the malice of her daughter’s spondaic sarcasms). <mask>, now sitting straight, incurving her supple spine in her chair, then, as the dream or adventure (or whatever she was relating) reached a climax, bending over the place from which price had prudently removed her plate, and suddenly all elbows, sprawling forward, invading the table, then leaning back, extravagantly making mouths, illustrating “long, long” with both hands up, up! “my precious, you haven’t tried the—oh, price, bring the—” the what? the rope for the fakir’s bare-bottomed child to climb up in the melting blue? “it was sort",Nabokov
803,803,6921," strange, marvelous child. one does not quite know whether tocurb or encourage such precocious brilliance. i accompanied <mask> halfwayback to his car, fighting off, successfully, the disgraceful urge to tellhim how staggered i was by the bill his office had recently sent me. ""let me now show you your apartаmenty. you speak russian, don't you?"" ""i certainly do, but i can't write it. i also know a little french."" she and her mother (whom she mentioned as casually as if <mask> werein the next room copying something for me on a soundless typewriter) hadspent most of last summer",Nabokov
804,804,2874," few days later, thus giving playful death time to tamper with it, all the same the stages of its decomposition would have tallied with mine—damned hasty way of putting it, i am afraid, but i am in no mood for niceties. this affected ignorance of what, to me, was most precious and all-important, struck me as an extremely cowardly trick, implying as it did that, from the very first, everybody knew perfectly well that it was not i, that it simply could not have entered anybody’s head to mistake the corpse for mine. and the slipshod way in which the story was told seemed, in itself, to stress a",Nabokov
805,805,9269," it had been impossible to understand exactly — and on her way to a spa, where her husband was going to gather new strength, she had stopped off for a week or two in berlin. 'i feel a bit awkward, you know, about a soviet citizen coming to our place, but she's so persistent. i'm amazed she's not afraid to telephone. why, if they learn in sovietia that she rang me up...' 'oh, mamma, she's probably a very unhappy woman — she's broken out temporarily to freedom and she feels like seeing somebody.' 'well then, i'll pass her on to you,' said her mother with relief, 'especially as it's warmer at",Nabokov
806,806,13056," cautiously sat down, and cautiously folded his arms. the performer’s wife, her mouth half-open, her eyes blinking fast, was about to turn the page; now she has turned it. a black forest of ascending notes, a slope, a gap, then a separate group of little trapezists in flight. <mask> had long, fair eyelashes; his translucent ears were of a delicate crimson hue; he struck the keys with extraordinary velocity and vigor and, in the lacquered depths of the open keyboard lid, the doubles of his hands were engaged in a ghostly, intricate, even somewhat clownish mimicry. to <mask> any music he",Nabokov
807,807,1677," 7 floeberg: flaubert’s style is mimicked in this pseudo quotation. 1 pour ne pas etc.: so as not to put any ideas in her head. 2 en lecture: “out.” 3 cher, trop cher rené: dear, too dear (his sister’s words in chateaubriand’s rené). 4 chiron: doctor among centaurs: an allusion to updike’s best novel. 5 london weekly: a reference to alan brien’s new statesman column. 6 höhensonne: ultra-violet lamp. 7 bobo: little hurt. 8 démission etc.: tearful notice. 9 les deux enfants etc.: “therefore the two children could make love without any fear.” 10 fait divers: news item. 11 blin:",Nabokov
808,808,3329," pumps glistened with drops of water and there was an intent expression on his sharp-featured face—he was fond of navigation, and now performed a sacred rite, as it were, skillfully, rhythmically manipulating the pole, pulling it out of the water with a methodical change of hold and bearing down on it anew. the punt glided between flowery banks; the transparent green water reflected now chestnut trees, now brambles in milk-white bloom; occasionally a petal would fall, and you could see its reflection hurrying up to meet it out of the watery depths, and then both would converge. lazily,",Nabokov
809,809,1710," 2 ardis: arrow. 3 ponder: pun on fr. pondre, to lay an egg (allusion to the problem of what came first, egg or hen). 4 anime etc.: lat., soul. 5 assassin pun: a pun on pointe assassine (from a poem by verlaine). 6 lacrimaval: italo-swiss. pseudo-place-name, “vale of tears.” 7 coup de volant: one twist of the steering wheel. 8 dream-delta: allusion to the disintegration of an imaginary element. 9 unfortunate thinker: samuel alexander, english philosopher. 10 villa jolana: named in honor of a butterfly, belonging to the subgenus jolana, which breeds in the pfynwald (see also p.",Nabokov
810,810,6268," and what about “james mavor morell, hoaxton, england”? “aristophanes,” “hoax”—fine, but what was i missing? there was one strain running through all that pseudonymity which caused me especially painful palpitations when i came across it. such things as “g. trapp, geneva, ny.” was the sign of treachery on <mask>’s part. “aubrey beardsley, quelquepart island” suggested more lucidly than the garbled telephone message had that the starting point of the affair should be looked for in the east. “lucas picador, merrymay, pa.” insinuated that my <mask> had betrayed my pathetic endearments to the",Nabokov
811,811,12716," pushing out from under the pipe like that of a feeding elephant, he would answer something neither funny nor polite. the bartender would counter briskly, which made the players at the next table, though seemingly absorbed in their cards, rock with ugly glee. the man wore a roomy gray suit with great exaggeration of the vest motif, and when the cuckoo popped out of the clock he ponderously extracted a thick silver watch and gazed at it askance, holding it in the palm of his hand and squinting because of the smoke. punctually at eleven he knocked out his pipe, paid for his rum, and, after",Nabokov
812,812,12656," his tale, lapsed into silence but still kept turning this way and that the palm of his tiny hand, as if softly continuing to speak. his black jacket, inclined face, fleshy little nose, tawny hair, and that middle parting reaching the back of his head vaguely moved nora’s heart. as she looked at him through her lashes she tried to imagine that it was not an adult dwarf sitting there, but her nonexistent little son in the act of telling her how his schoolmates bullied him. <mask> stretched her hand and stroked his head lightly—and, at that moment, by an enigmatic association of thought, she",Nabokov
813,813,10844," the four students who were with them surrounded him and threatened him with retribution, announcing that one of the ladies was the wife of the writer <mask> and the other her sister. what, in the opinion of the police, is the husband’s design? he tries to get the case to be submitted to the court of the officers’ association—not out of considerations of honor but merely for the clandestine purpose of bringing military men and university students together. on july 5th he had to visit the secret police department in connection with his complaint. potapov, its chief, refused his",Nabokov
