,Unnamed: 0,text,author
234,7635," to see if the recitation would be continued in my presence. It was not. “I thought,” I said to my friend, “you were coming out with me for a stroll.” He excused himself saying he felt out of sorts, and continued to clean the bowl of his pipe as fiercely as if it were my heart he was hollowing out. Not only did I understand then that Shade regularly read to <MASK> cumulative parts of his poem but it also dawns upon me now that, just as regularly, she made him tone down or remove from his Fair Copy everything connected with the magnificent Zemblan theme with which I kept furnishing him and",Nabokov
235,890," round chin, remained expressionless for a moment; but the beautiful, amber, liquid, eloquent eyes with pathetically long lashes had opened. Then a faint smile glimmered about his mouth parts, and he stretched one hand, without raising his head from the oil-cloth-covered pillow (why oil-cloth?). Van, from his chair, extended the end of his cane, which the weak hand took, and palpated politely, thinking it was a well-meant offer of support. “No, I am not yet able to walk a few steps,” Rack said quite distinctly, with the German accent which would probably constitute his most durable",Nabokov
236,15718," for my work described above, and this thousand should not come out of the royalties. I do hope that you can see my point and that we can arrive at an agreement. We are staying at a charming place (address above) where we shall remain till June 15th. A new novel2 I am writing takes a good deal of my time but I manage to walk up to 15 kilometers daily on the steep paths in search of butterflies. Véra joins me in sending you and <MASK> our most cordial regards. <MASK> <MASK> TO: PROF. ALFRED APPEL, JR. CC, 2 pp. Camogli (Genova), Italy Cenobio dei Dogi May 23, 1967",Nabokov
237,5901," SHOP—we had to visit it, had to buy its Indian curios, dolls, copper jewelry, cactus candy. The words “novelties and souvenirs” simply entranced her by their trochaic lilt. If some cafe sign proclaimed Icecold Drinks, she was automatically stirred, although all drinks everywhere were ice-cold. She it was to whom ads were dedicated: the ideal consumer, the subject and object of every foul poster. And she attempted—unsuccessfully—to patronize only those restaurants where the holy spirit of Huncan Dines had descended upon the cute paper napkins and cottage-cheese-crested salads. In those",Nabokov
238,9726," I soon began to suspect that Weinstock, albeit very guardedly, was alluding to a definite person. Generally speaking, whoever had a chat with him would come away with the impression that Weinstock’s target was either Weinstock’s interlocutor or a common friend. Most remarkable of all was that once—and <MASK> recalled this occasion with pride—his flair had not deceived him: a person he knew fairly well, a friendly, easygoing, “honest-as-God fellow” (Weinstock’s expression), really turned out to be a venomous Soviet sneak. It is my impression that he would be less sorry to let",Nabokov
239,4367," powder came off. But one turn of her head or the slightest change of expression would restore to her face such adorable charm that he slipped back into his private abyss even deeper. By means of those rapid glances he made a complete study of her, followed and fore-felt her gestures, anticipated the banal but to him unique movement of her alertly raised hand when one end of a tiny comb would slacken its grip on her heavy bun. Most of all he was tormented by the grace and power of her bare white neck, by that rich delicately grained texture of skin and the fashionable glimpses of nudity",Nabokov
240,15929," room. We would have taken two adjacent ones as we always do. Third column: I write on 4 x 6 index cards, not 3x5. My remarks about <MASK> and <MASK> were not for print. I was sorry you quoted me on Catholic converts, it was mere gossip, and Vidal's4 response, in that footnote, was silly and vulgar. If my conjecture is wrong and the essay you propose to publish is a different one, in which you do not quote me at all, then I shall be glad to oblige you and have Miss <MASK> come here for a photograph session between the 5th and 19th of March. Yours cordially, <MASK> <MASK>",Nabokov
241,9610," <MASK> chose to examine the phenomena of his surroundings through the refractive lens of artistry; at the same time his codex for literary creation is no less precise than the scientific purity of his lepidopterological investigations. But even if his emphasis is on the “combinational delights” in which an artist is privileged to indulge, by no means does it follow that <MASK> was indifferent to the horrors of tyranny, murder, and child molestation; to the tragedy of social or personal injustice; or to the plight of those who have somehow been shortchanged by Fate. It is not",Nabokov
242,10834," the idea of communal literary work—“Let’s organize,” he said, “a society of writer-laborers for investigating various aspects of our social life, such as: beggars, haberdashers, lamplighters, firemen—and pool in a special magazine all the material we get.” <MASK> derided him and a silly rumor went around to the effect that <MASK> had “bashed his mug in.” “It’s all lies, I respect you too much for that,” wrote Pomyalovski to him. In a large auditorium situated in that same Ruadze House there took place on March 2, 1862, Chernyshevski’s first (if you do not count his",Nabokov
243,1772," is perfectly right. Go.' 'Yes, go,' said <MASK> who had overheard the last words. 'And when you come again with your pass signed and everything in order — think of the inner satisfaction you will feel when we countersign it. And for us, too, it will be a pleasure. The night is still young, and anyway, we should not shirk a certain amount of physical exertion if we want to be worthy of our Ruler. Go, Professor.' Pietro looked at the two bearded old men patiently gripping their bicycle handles, their knuckles white in the lamplight, their lost dog eyes watching him intently. 'You may go,",Nabokov
244,797," rather forlorn and sulky, but having glanced around (with more natural grace than the brown-locked messenger had achieved), she raised her veil, kneeled down by him and soothed him. When lightning struck two days later (an old image that is meant to intimate a flash-back to an old barn), <MASK> became aware that it brought together, in livid confrontation, two secret witnesses; they had been hanging back in his mind since the first day of his fateful return to Ardis: One had been murmuring with averted gaze that <MASK> de Prey was, and would always be, only a dance partner, a frivolous",Nabokov
245,13562," the fact that I must destroy him. O Hamlet, O moony oaf! 14 He has just given a speech at the groundbreaking ceremony for a new, multistoried greenhouse, and, while he was at it, he touched on the equality of men and the equality of wheat ears in the field, using Latin or dog-Latin, for the sake of poetry, arista, aristifer, and even “aristize” (meaning “to ear”)—I do not know what corny schoolman counseled him to adopt this questionable method, but, in recompense, I now understand why, of late, magazine verse contains such archaisms as: How sapient the veterinarian Who",Nabokov
246,3845," one day to the next—and still they will take you by surprise. Ten days have passed like this, and I haven’t gone crazy. And then, of course, there is always some hope … Indistinct, as if under water, but therefore all the more attractive. You speak of escape … I think, I surmise, that there is someone else too who is concerned with it … Certain hints … But what if this is only deception, a fold of the fabric mimicking a human face …” He sighed and paused. “This is curious,” said M’sieur Pierre. “What are these hopes, and who is this savior?” “Imagination,” replied Cincinnatus. “And",Nabokov
247,10174," inflections he had formerly reserved for jokes—but which he now used in earnest—he launched into extensive lamentations, all for some reason in German, over the fact that people were wasting money to invent antiaircraft guns and poison gases and not caring at all about the conduct of another, million times more important, struggle. <MASK> had a healed-over scrape on the side of his temple—that morning he had knocked it against one of the ribs of a radiator in hastily recovering the top of a toothpaste tube which had rolled underneath it. Suddenly breaking off his speech, <MASK>",Nabokov
248,10244," tortoiseshells so that I was able to get from them Corsican, arctic and entirely unusual forms looking as if they had been dipped in tar and had silky fuzz sticking to them. He taught me how to take apart an ant-hill and find the caterpillar of a Blue which had concluded a barbaric pact with its inhabitants, and I saw how an ant, greedily tickling a hind segment of that caterpillar’s clumsy, sluglike little body, forced it to excrete a drop of intoxicant juice, which it swallowed immediately. In compensation it offered its own larvae as food; it was as if cows gave us Chartreuse and we",Nabokov
249,15843," more disgusting household variety) that out of a kind of self-confidence and contempt for showcase philosemitism he used to make it a point—and go out of his way to make it—of being as plainspoken about Jew and <MASK> as were his Jewish colleagues (such as <MASK> <MASK> and <MASK> <MASK> or the Christian but impeccably unprejudiced Milyukov. In the case of Nakhamkes, a well-known figure of fun and an impudent boor, the stress of the passage is obviously not on his race but on his portmanteau name so aptly blending kham (blackguard) and nakhal (jackanapes). I wish to point out that my",Nabokov
250,6355," her out. “What things?” “Oh, weird, filthy, fancy things. I mean, he had two girls and two boys, and three or four men, and the idea was for all of us to tangle in the nude while an old woman took movie pictures.” (Sade’s <MASK> was twelve at the start.) “What things exactly?” “Oh, things … Oh, I—really I”—she uttered the “I” as a subdued cry while she listened to the source of the ache, and for lack of words spread the five fingers of her angularly up-and-down-moving hand. No, she gave it up, she refused to go into particulars with that baby inside her. That made sense. “It is of",Nabokov
251,9852," henceforth it would settle down as an extension of his new domicile. Lined with lindens of medium size, with hanging droplets of rain distributed among their intricate black twigs according to the future arrangement of leaves (tomorrow each drop would contain a green pupil); complete with a smooth tarred surface some thirty feet across and variegated sidewalks (hand-built, and flattering to the feet), it rose at a barely perceptible angle, beginning with a post office and ending with a church, like an epistolary novel. With a practiced eye he searched it for something that would become",Nabokov
252,3805," the stairs (the gallery was on the third floor), not thinking what I was doing, but really acting obediently, even submissively, I stepped straight from the window sill onto the elastic air and—feeling nothing more than a half-sensation of bare-footedness (even though I had shoes on)—slowly and quite naturally strode forward, still absently sucking and examining the finger in which I had caught a splinter that morning … Suddenly, however, an extraordinary, deafening silence brought me out of my reverie, and I saw below me, like pale daisies, the upturned faces of the stupefied children, and",Nabokov
253,728," call. Marina, who had been awaiting for several days a certain message from California in response to a torrid letter, could now hardly contain her passionate impatience and had been on the point of running to the dorophone in the hall at the first bubbling spasm, when young Bout hurried in dragging the long green cord (visibly palpitating in a series of swells and contractions rather like a serpent ingesting a field mouse) of the ornate, brass-and-nacre receiver, which Marina with a wild “A l’eau!” pressed to her ear. It was, however, only fussy old <MASK> ringing her up to inform",Nabokov
254,4640," For appearance’s sake, before vanishing, he would take the dead saloonkeeper’s wallet and perhaps the two ancient French silver candlesticks from the mantelpiece. Then he would go the way he had come. Meanwhile she would run upstairs, undress, and go to bed. And that was all. Franz nodded. Another way was as follows: She would go to the country alone with Dreyer. The two of them would go for a good tramp. He loved walking. She and <MASK> would have chosen beforehand a nice lonely spot (“In the woods,” said Franz, picturing to himself a dark grove of pines and oaks and that old dungeon",Nabokov
255,4286," saw the glitter of gratitude behind his glasses. And as she headed for the photo shop with some undeveloped Tyrol snapshots, she recalled the conversation with legitimate pride. A drizzle had set in. The doors of flower shops opened wide to catch the moisture. Now it was really raining. She could not find a taxi; raindrops were managing to get under her umbrella and wash the powder off her nose. A dull restlessness replaced elation. Both yesterday and today were novel and absurd days, and certain not quite intelligible, but significant, outlines were showing through confusedly. And,",Nabokov
256,7113," his respiration problems, but wasuseless to me. I had some sense of duration and direction--two things whicha beloved creature seeking to help a poor madman with the whitest of lies,affirmed, in a later world, were quite separate phases of a singlephenomenon. Most of my cerebral aqueduct (this is getting a littletechnical) seemed to descend wedgewise, after some derailment or inundation,into the structure housing its closest ally--which oddly enough is also ourhumblest sense, the easiest and sometimes the most gratifying to dispensewith--and, oh, how I cursed it when I could not close it",Nabokov
257,3851," remained empty. He cast a suspicious look at Cincinnatus, clapped some more, but without the former ardor, gave a little start and, in obvious distress, left the box. And thus the performance ended. Eleven Now newspapers were no longer brought to the cell: having noticed that everything that might have any connection with the execution was clipped out, Cincinnatus himself had declined to receive them. Breakfast had grown simpler: instead of chocolate—albeit weak chocolate—he would receive some slop with a flotilla of tea leaves; the toast was so hard he could not bite",Nabokov
258,1354," fountain” in Nice, but had cried with even more abandon in Valentina, at an earlier ceremony, which poor <MASK> did not attend either. The wedding—in the Greek-faith style, if you please—looked like a badly faked episode in an old movie, the priest was gaga and the dyakon drunk, and—perhaps, fortunately—Ada’s thick white veil was as impervious to light as a widow’s weeds. <MASK> said he would not listen to that. “Oh, you must,” she rejoined, “hotya bï potomu (if only because) one of her shafer’s (bachelors who take turns holding the wedding crown over the bride’s head) looked momentarily, in",Nabokov
259,4096," would stop, shielding themselves from the sun and dust, and then quicken their pace. One more turn and then the road stretched out toward the bridge, having disentangled itself from the slowly revolving fortress (which already stood quite poorly, the perspective was disorganized, something had come loose and dangled). “I’m sorry I flared up like that,” M’sieur <MASK> was saying gently. “Don’t be angry with me, duckie. You understand yourself how it hurts to see others being sloppy when you put your whole soul into your work.” They clattered across the bridge. News of the execution had",Nabokov
260,773," “Attaboy!” <MASK> closed his silk cuff, thus completing his insolent restoration. Their dutiful companion, still running, got first to the site of the finished feast; he saw Ada, facing him with two stipple-stemmed red boletes in one hand and three in the other; and, mistaking her look of surprise at the sound of his thudding hooves for one of concern, good Sir <MASK> hastened to cry out from afar: “He’s all right! He’s all right, Miss Veen”—blind compassion preventing the young knight from realizing that she could not possibly have known yet what a clash had occurred between the beau and the",Nabokov
261,15544," two weeks now on the bestsellers list (at the very bottom of the list, but nevertheless there). We do not expect it to stay there for long. It is indeed a very funny book, and only few reviewers realized what it was really about. The best article was by <MASK> <MASK> in The New Republic2 but literally scores upon scores of enthusiastic reviews appeared throughout the US. A notable exception was the NY Times and its Book Review. Zermatt is charming. One of its nicer features is a complete absence of automobiles. If you have to drive you must hire a horse and buggy. This is very upsetting to",Nabokov
262,13175," of drawers in an odd attitude. “I must have been mistaken,” said Romantovski, not looking at them. “Something seemed to have flown by. I saw once an airplane fall.” “That happens,” assented Gustav. “Listen, we dropped in with a purpose. Would you care to buy this? Brand new. And there’s a nice sheath.” “Sheath? Is that so? Only, you know, I smoke very seldom.” “Well, you’ll smoke oftener. We sell it cheap. Three-fifty.” “Three-fifty. I see.” He fingered the pipe, biting his nether lip and pondering something. His eyes did not really look at the pipe, they moved to and fro.",Nabokov
263,6943," behold the image of alion-hued fifty-five-year-old would-be athlete performing waist-slimming andchest-expanding exercises by means of an ""Elmago"" (""Combines the mechanicalknow-how of the West with the magic of Mithra""). It was a good image. An oldtelegram (found unopened in an issue of Artisan, a literary review, filchedby Bel from the hallway table), was addressed to me by a Sunday paper inLondon, asking me to comment on the rumors--which I had already heard--tothe effect that I was the main candidate in the abstract scramble for whatour American kid brothers called ""the most prestigious",Nabokov
264,8208," of Oswin Bretwit (q.v., q.v., as the crows say), 149, 286. Odon, pseudonym of <MASK> <MASK> b. 1915, world-famous actor and Zemblan patriot; learns from K. about secret passage but has to leave for theater, 130; drives K. from theater to foot of Mt. Mandevil, 149; meets K. near sea cave and escapes with him in motorboat, ibid.; directs cinema picture in Paris, 171; stays with Lavender in Lex, 408; ought not to marry that blubber-lipped cinemactress, with untidy hair, 691; see also O’Donnell, Sylvia. O’Donnell, Sylvia, nee O’Connell, born 1895? 1890?, the much-traveled,",Nabokov
265,13941," For the eyes of the people to open? But the people knew all along Fig’s nominal value. For moral revulsion to turn into civic revolt? But nothing indicated the way to such a metamorphosis. Or maybe the whole scheme was to be but a link in a long chain of progressively more efficient disclosures? But then the boldness and bite of the affair, by the very fact of their lending it an unrepeatable character of exclusiveness, could not help breaking, between the first link and the next, a chain that demanded above all some gradual form of malleation. The publication of all the details of the case",Nabokov
266,4133," smiles; not only did the station depart removing its newsstand, its luggage cart, and a sandwich-and-fruit vendor with such nice, plump, lumpy, glossy red strawberries positively crying to be bitten into, all their achenes proclaiming their affinity with one’s own tongue’s papillae—but alas gone now; not only did all this fall behind; the entire old burg in its rosy autumn morning mist moved as well: the great stone <MASK> in the square, the dark cathedral, the shop signs—top hat, a fish, the copper basin of a barber. There was no stopping the world now. In grand style houses pass by,",Nabokov
267,6160," already here.” “Your humor,” said Lo, “is sidesplitting, deah fahther.” We were in sage-brush country by that time, and there was a day or two of lovely release (I had been a fool, all was well, that discomfort was merely a trapped flatus), and presently the mesas gave way to real mountains, and, on time, we drove into Wace. Oh, disaster. Some confusion had occurred, she had misread a date in the Tour Book, and the Magic Cave ceremonies were over! She took it bravely, I must admit—and, when we discovered there was in kurortish Wace a summer theatre in full swing, we naturally drifted",Nabokov
268,6451," he offered one of the drinks to the elder girl. “Somebody ought to have done it long ago,” remarked the fat man. “What does he say, Tony?” asked a faded blonde from the bar. “He says,” answered the florid fellow, “he has killed Cue.” “Well,” said another unidentified man rising in a corner where he had been crouching to inspect some records, “I guess we all should do it to him some day.” “Anyway,” said Tony, “he’d better come down. We can’t wait for him much longer if we want to go to that game.” “Give this man a drink somebody,” said the fat person. “Want a beer?” said a woman in slacks,",Nabokov
269,2083," and walked past the piano towards the study. Miss Bachofen rose up from the piano stool and nimbly overtook him. 'Ich will etwas sagen [I want to say something],' she said, and dropped her light hand upon his sleeve. 'Just now, when we were talking, I had the impression you thought <MASK> and I were rather absurd young people. But that is only a way he has, you know, always making witze [jokes] and teasing me, and really I am not the sort of girl you may think I am.' 'These odds and ends,' said Krug, touching a shelf near which he was passing, 'have no special value, but he treasures",Nabokov
270,10841," Fires broke out here and there. And suddenly—against this orange-and-black background—a vision. Running and holding on to his hat, <MASK> sweeps by: where to? Whit Monday (May 28, 1862), a strong wind is blowing; a conflagration has begun on the Ligovka and then the desperadoes set fire to the Apraxin Market. <MASK> is running, firemen are galloping “and in pharmacy windows, in gaudy glass globes, upside down are in passing reflected” (as seen by Nekrasov). And over there, thick smoke billows over the Fontanka canal in the direction of Chernyshyov Street, where presently a new,",Nabokov
271,2476," wanted to welcome you on my own land? There were some nice surprises in store for you. I am now very hurt.” I started the car, saying as I did so: “Well, if we smash it you pay for repairs.” The jolts made me jump in my seat, beside me <MASK> <MASK> behind us Ardalion jumped and kept speaking: “We shall soon (bump) get into the wood (bump) and then (bump-bump) the heather will make it easier (bump).” We did get in. First of all we stuck in deep sand, the motor roared, the wheels kicked; at last we wrenched ourselves free; then branches came brushing against the car’s body, scratching its",Nabokov
272,6313," foreglimpse, the promise of reality, a promise not only to be simulated seductively but also to be nobly held—all this, chance denied me—chance and a change to smaller characters on the pale beloved writer’s part. My fancy was both Proustianized and Procrusteanized; for that particular morning, late in September 1952, as I had come down to grope for my mail, the dapper and bilious janitor with whom I was on execrable terms started to complain that a man who had seen Rita home recently had been “sick like a dog” on the front steps. In the process of listening to him and tipping him, and then",Nabokov
273,8022," in the Projection Room, showed a squeamish coed something of which she had no doubt seen better samples; but my favorite case is that of an <MASK> railway employee whose delusion was described to me by Mrs. H., of all people. There was a big Summer School party at the Hurleys’, to which one of my second ping-pong table partners, a pal of the Hurley boys had taken me because I knew my poet was to recite there something and I was beside myself with apprehension believing it might be my Zembla (it proved to be an obscure poem by one of his obscure friends—my Shade was very kind to the",Nabokov
274,1981," deaf and dumb. Really, my dear fellow, this is all journalism on your part. I want to be left alone.' 'Alone is the wrong word!' cried Maximov, flushing. 'You are not alone! You have a child.' 'Come, come,' said Krug, 'let us please —' 'We shall not. I warned you that I would ignore your irritation.' 'Well, what do you want me to do?' asked <MASK> with a sigh and helped himself to another cup of lukewarm coffee. 'Leave the country at once.' The stove crackled gently, and a square clock with two cornflowers painted on its white wooden face and no glass rapped out the seconds in pica type.",Nabokov
275,1333," at the thought of sharing the frolics of historical personages or contenting himself with the brave-faced girlies they had started to use and rejected. Here a bedsheeted statue attempted to challenge Van from its marble pedestal but slipped and landed on its back in the bracken. Ignoring the sprawling god, <MASK> returned to the still-throbbing jolls-joyce. Purple-jowled Kingsley, an old tried friend, offered to drive him to another house, ninety miles north; but <MASK> declined upon principle and was taken back to the Albania. 5 At five P.M., June 3, his ship had sailed from <MASK>",Nabokov
276,10576," it!” The engineer <MASK> had already been on his feet for some time, walking about the room, shaking his head and bursting to say something. “What are we talking about?” he suddenly exclaimed, taking hold of the back of a chair. “Who cares what <MASK> thought of Pushkin? <MASK> was a lousy botanist, and I wouldn’t have been treated by Dr. <MASK> for anything in the world. <MASK> was first of all a learned economist and that’s how he should be regarded—and with all my respect for <MASK> <MASK> poetic talents, I am somewhat doubtful that he is capable of",Nabokov
277,8056," like fever down his crooked spine. At one of the tables of a sidewalk café on the corner of his street and the Promenade, a man in a bottle-green jacket, sitting in the company of an obvious whore, clapped both palms to his face, emitted the sound of a muffled sneeze, and kept masking himself with his hands as he pretended to wait for the second installment. Gradus walked along the north side of the embankment. After stopping for a minute before the display of a souvenir shop, he went inside, asked the price of a little hippopotamus made of violet glass, and purchased a map of Nice and its",Nabokov
278,15886," : I do admire him very much but am struggling in a whirlpool of work which does not allow me to produce either that article or the third thing you mention—observations on the new OED edition. Please do let me know at your earliest convenience your reaction to my protest. I would very much want to have your review publish it but if that is impossible then do return the stuff at your earliest convenience so that I might send it elsewhere. Cordially yours, <MASK> <MASK> TO: NEW YORK TIMES BOOK REVIEW PRINTED LETTER1 To the Editor: I seek the shelter of your columns to",Nabokov
279,11919," Laughing to himself, Kern thought, “And here I am in a rumpled dinner jacket.” Then, instantly, he remembered what had happened during the night. He shuddered and glanced at the bed. Isabel was gone. Must have returned to her room with the approach of morning. And by now she has undoubtedly left.… He had a momentary vision of brown, crumbly wings. Getting up quickly, he opened the door to the corridor. “Listen,” he called to the waiter’s departing back. “Take a letter with you.” He went to the desk and rummaged about. The fellow was waiting at the door. <MASK> slapped all his pockets",Nabokov
280,3617," the fingerprints he had left on the back of the bench). He could see their tense foreheads, he could see the gaudy pantaloons of the fops, and the hand-mirrors and iridescent scarves of the women of fashion; but the faces were indistinct—of all the spectators he remembered only round-eyed Marthe. The defense counsel and the prosecutor, both wearing makeup and looking very much alike (the law required that they be uterine brothers but such were not always available, and then makeup was used), spoke with virtuoso rapidity the five thousand words allotted to each. They spoke alternately",Nabokov
281,8949," had made a mistake, that the freak still had a year or two of life left in him. When even this span had run out he made a gift to Luzhin of some money, the way one does to a mistress one has tired of, and disappeared, finding fresh amusement in the movie business, that mysterious astrological business where they read scripts and look for stars. And having departed to the he sphere of jaunty, quick-talking, self-important con-men with their patter about the philosophy of the screen, the tastes of the masses and the intimacy of the movie camera, and with pretty good incomes at the same time,",Nabokov
282,13355," to appear for a moment in the far end of a certain chapter, at the turning of a certain sentence. My representative, the man with the Russian newspaper, was now alone on the bench and, as he had moved over into the shade where V.I. had just been sitting, the same cool linden pattern that had anointed his predecessor now rippled across his forehead. A SLICE OF LIFE IN THE next room <MASK> <MASK> was roaring with laughter, as he related how his wife had left him. I could not endure the sound of that horrible hilarity, and without even consulting my mirror, just as I was—in the",Nabokov
283,10781," above <MASK> and Koltsov). La Traviata made <MASK> weep; similarly, Chernyshevski, who confessed that poetry of the heart was even dearer to him than poetry of ideas, used to burst into tears over those of Nekrasov’s verses (even iambic ones!) which expressed everything he himself had experienced, all the torments of his youth, all the phases of his love for his wife. And no wonder: Nekrasov’s iambic pentameter enchants us particularly by its hortatory, supplicatory and prophetic force and by a very individual caesura after the second foot, a caesura which in Pushkin, say, is a",Nabokov
284,13555," but that nevertheless the soldier and he were the same person. In the snapshot he was about twenty, the snapshot itself was some fifty years old, and it was easy to fill this interval with the trite account of one of those third-rate lives, the imprint of which one reads (with an agonizing sense of superiority, sometimes unjustified) on the faces of old ragmen, public-garden attendants, and embittered invalids in the uniforms of old wars. I was about to pump him as to how it felt to live with such a secret, how he could carry the weight of that monstrous paternity, and incessantly see",Nabokov
285,5371," suddenly and pointed to a squirrel. <MASK> chucked a stone at the animal, but missed it. “Oh, kill it—they do a lot of damage to the trees,” said <MASK> softly. “Who does damage to the trees?” asked a loud voice. It was Albinus. He was standing—rocking slightly—among the syringa shrubs on a little stone step which led from the footpath onto the lawn. “Margot, whom are you talking to down there?” he went on. Suddenly he stumbled, dropped his stick and sat down heavily on the step. “How dare you wander so far by yourself?” she exclaimed and, seizing him roughly, she helped him to get",Nabokov
286,11239," into Sebastian's hand a small parcel of sugar-coated violets, gave my mother a nervous smile and followed the porter who was carrying out her luggage. This was all, and next year she died. It is known from a cousin of hers, H. F. Stainton, that during the last months of her life she roamed all over the South of France, staying for a day or two at small hot provincial towns, rarely visited by tourists — feverish, alone (she had abandoned her lover) and probably very unhappy. One might think she was fleeing from someone or something, as she doubled and re-crossed her tracks; on the other",Nabokov
287,8203," owing to some psychological block or the fear of a second G, of traveling to a city only sixty or seventy miles distant, where he would certainly have found a good library, 747; his letter of April 2, 1959, to a lady who left it locked up among her treasures in her villa near Nice when she went that summer to Rome, 768; divine service in the morning and ramble in the evening with the poet finally speaking of his work, 802; his remarks on a lexical and linguistic miracle, 803; his borrowing a collection of F. K. Lane’s letters from the motor court owner, 810; his penetrating into the",Nabokov
288,13883," subject carefully calculated to fascinate the newcomer, to whom he offered a three-quarter view of himself: paunch-proud, hands thrust deep into the pockets of his wrinkled check trousers, he stood rocking slightly from heels to toes. “For instance,” he said in the triumphant voice he reserved for public occasions, “take our entire history, and you will see, gentlemen, that the root of power has always been construed among us as having originated in magic, with obedience conceivable only when, in the mind of the obeyer, it could be identified with the infallible effect of a spell. In other",Nabokov
289,6666," clearly a glazed case hanging on the gold-figuredwall next to our table: it displayed four Morpho butterflies, two huge onessimilar in harsh sheen but differently shaped, and two smaller ones beneaththem, the left of a sweeter blue with white stripes and the right gloaminglike silvery satin. According to the headwaiter, they had been caught by aconvict in South America. ""And how's my friend <MASK> <MASK> inquired <MASK> turning to us again, hisspread hand still flat on the table as he had placed it when swinging towardthe ""bugs"" under discussion. We told him the poor ara sickened and had to",Nabokov
290,21," remained the one concerning the name “Guermantes,” with whose hue his adjacent ultramarine merged in the prism of his mind, pleasantly teasing Van’s artistic vanity. Hue or who? Awkward. Reword! (marginal note in Ada Veen’s late hand). 2 Marina’s affair with <MASK> <MASK> started on his, her, and <MASK> Veen’s birthday, January 5, 1868, when she was twenty-four and both Veens thirty. As an actress, she had none of the breath-taking quality that makes the skill of mimicry seem, at least while the show lasts, worth even more than the price of such footlights as insomnia, fancy, arrogant",Nabokov
291,11662," time she got rather on my nerves — I mean the things she said. I was losing my grip somehow. I shook myself mentally as she returned. 'Now you've done it,' she said. 'Helene is not at home.' 'Tant mieux,' I replied, 'she's probably on her way here, and really you ought to understand how terribly impatient I am to see her.' 'But why on earth did you have to write to her I' Madame Lecerf cried. 'You don't even know her. And I had promised you she would be here today. What more could you wish? And if you didn't believe me, if you wanted to control me — alors vous êtes ridicule, cher",Nabokov
292,3302," all doubled over, he caught cannonballs; several times he fisted high shots away; and thus he kept his goal virgin to the end of the game, smiling with joy when, a second before the final whistle, the opposing goalie fumbled the slippery ball, whereupon Armstrong promptly tapped it into the net. Everything was over, the spectators flooded the field, and still he was unable to spot <MASK> and Darwin. Somewhere beyond the grandstand, among the departing crowds, he noticed <MASK> on his bike, weaving cautiously and tooting with his lips. “They decamped quite a while ago,” he said in answer",Nabokov
293,3467," and, especially, garlic. Cross me out, do me that favor, darling.” The same day he left for town on the brand-new bus, shaved off his beard, fetched his valise from the inn, and walked over to the station. There, at the same table, his head on his arm, slept the same workman. The lamps were being lit, bats skimmered by, the greenish sky was fading. Proshchay, proshchay (adieu, adieu) sounded in Martin’s ears with the refrain of a Russian song as he looked at the tousled junipers on the other side of the already vibrating rails, at the signal lights, at the black outline of a man",Nabokov
294,9550," for she was virtually asleep. There was a knock at the door. He gave a violent start (hurriedly withdrawing his hand from her belt without having figured out how to unhook it). “Wake up, get off,” he said, giving her a quick shake. She opened her vacant eyes wide and slithered down over the hummock of his knee. “Come in,” he said. The old fellow peeked in and announced that the gentleman was wanted downstairs, that there was somebody from the police station to see him. “The police?” he asked, grimacing with bewilderment. “The police?… All right, you can go—I’ll be right down,” he",Nabokov
295,1096," remained in his mind as a grisaille of inconclusive tedium. They left around midnight; their clatter and chatter still came from the stairs when he began ringing up Ardis Hall—vainly, vainly. He kept it up intermittently till daybreak, gave up, had a structurally perfect stool (its cruciform symmetry reminding him of the morning before his duel) and, without bothering to put on a tie (all his favorite ones were awaiting him in his new apartment), drove to Manhattan, taking the wheel when he found that <MASK> had needed forty-five minutes instead of half an hour to cover one fourth of the",Nabokov
296,9314," eternity, which had in fact conquered her, disdainfully brushing aside her timid earthly bribe — three cigars. In another establishment they received the piece of paper instantly. Later Mrs. <MASK> thought with horror that the little official who had sent them away was probably imagining them wandering like inconsolable specters through a vacuum, and perhaps was waiting for their submissive, sobbing return. It was unclear to her why precisely this image floated before her as soon as she picked up a Moscow newspaper. The same sense of boredom and pity, perhaps, but this was not enough for",Nabokov
297,15303," CC, 1 p. Goldwin Smith Hall Cornell University Ithaca, NY. November 29, 1957 Dear Prince Obolensky, I hear from Mr. <MASK> of Putnam's that he had a talk about LOLITA either with you or with Mr. <MASK> I would like to avoid any kind of misunderstanding, so let me remind you that, as has already been mentioned, I cannot enter into an agreement before a clarification of my relations with <MASK> has been achieved. I also mentioned to you that, much as I would desire a break with Mr. Girodias, I would not undertake litigation, since this would involve a loss of time (a",Nabokov
298,3550," flow close to the display windows. The blind man, who sold sight and light, kept thrusting a box of matches into eternal darkness; there were stalls with heather and asters, stalls with bananas and apples; a person in a brown overcoat stood on the seat of an old convertible, holding out fanwise tablets of a nameless chocolate whose exquisite quality he eloquently described to a small crowd of loafers. <MASK> turned into a side street and entered a Russian bookshop where émigré and Soviet works lay next to foreign magazines. A corpulent gentleman with the face of a polite reptile spread on",Nabokov
