text,author
" standing reminder of Divine Judgment—but with a horizontal digit imitating a waving stick); for a love of fences, rows, mediocrity; for the cult of the office; for the fact that if you listen to his inner voice (or to any conversation on the street) you will inevitably hear figures, money; for the lavatory humor and crude laughter; for the fatness of the backsides of both sexes, even if the rest of the subject is not fat; for the lack of fastidiousness; for the visibility of cleanliness—the gleam of saucepan bottoms in the kitchen and the barbaric filth of the bathrooms; for the weakness for ",Nabokov
" a blurred glimpse of her russety blond beauty; he thought he might sample her later on, but when he glanced again she had gone.He ate, drank, schemed.He looked forward to the encounter with keen exhilaration. Nothing more invigorating could have been imagined. Shooting it out with that incidental clown furnished unhoped-for relief, particularly since Rack would no doubt accept a plain thrashing in lieu of combat. Designing and re-designing various contingencies pertaining to that little duel might be compared to those helpful hobbies which polio patients, lunatics and convicts are taught by g",Nabokov
" new formation but would they not put off American students? The Russian publishers who published VN's Russian books have long ceased to exist. I doubt they would have had any claims in any case since the books have been out of print for more than twenty years, and all the publishing houses had been liquidated before or during the war.VN asks me to ask you if you would not consider taking over from Phaedra the Russian version of LOLITA? We don't know if Phaedra would agree to sell the rights but we could ask in case you were interested. (LOLITA, of course, is printed in accordance with the ne",Nabokov
" several pages with a thumb allowed them to mill rapidly. Martin seated himself in an armchair rubbing his hands. Sonia slapped the book closed and said raising her face: “Darwin has been perfect, simply perfect. He was a tremendous help to us. So touching, and not one wrong word. Are you staying for the night?” “Actually,” said Martin, “I could go up to Cambridge tonight. It would surely bother you to put me up, and so forth.” “No, what nonsense,” said Sonia and sighed. The sound of the dinner gong reached them from downstairs, and this clashed with the atmosphere of mourning that perva",Nabokov
" limbs of a baby. The pupae cost a reichsmark apiece and in due time yielded a limp, bedraggled, miraculously expanding moth. And sometimes other creatures would be temporarily on sale: just then there happened to be a dozen lizards, natives of Majorca, cold, black, blue-bellied things, which Pilgram fed on mealworms for the main course and grapes for dessert.2He had spent all his life in Berlin and its suburbs; had never traveled farther than Peacock Island on a neighboring lake. He was a first-class entomologist. Dr. Rebel, of Vienna, had named a certain rare moth Agrotis pilgrami; and Pilg",Nabokov
" identical flat dark hair and bloodless cheeks proclaimed siblings if not twins. They stood crouching and gaping at us, both in blue play-suits, blending with the mountain blossoms. I plucked at the lap-robe for desperate concealment—and within the same instant, something that looked like a polka-dotted pushball among the undergrowth a few paces away, went into a turning motion which was transformed into the gradually rising figure of a stout lady with a raven-black bob, who automatically added a wild lily to her bouquet, while staring over her shoulder at us from behind her lovely carved blu",Nabokov
" a sharp bleak night. Among small clouds curled like astrakhan, a shiny flat moon kept sliding in and out.“Listen, Felix. Our talk is not finished. We cannot leave it like that. I’ve booked a room in a hotel; come along, you’ll spend the night with me.”He accepted this as his due. Slow as his wits were, he understood that I needed him, and that it was unwise to break off our relations without having arrived at something definite. We again walked past the duplicate of the Bronze Rider. Not a soul did we meet on the boulevard. Not a gleam was there in the houses; had I noticed a single lighte",Nabokov
" out, the hand encased in a muff of tight-curled black fur.He lodged at his aunt’s, a seamstress, in an Okhta tenement. He was morose, unsociable, applied ponderous groaning efforts to his studies while limiting his ambition to a passing mark, but to everybody’s astonishment finished school brilliantly and at the age of eighteen entered St. Petersburg University as a medical student—at which point his father’s worship of Godunov-Cherdyntsev mysteriously increased. He spent one summer as a private tutor with a family in Tver. By May of the following year, 1914, he was back in the village of Les",Nabokov
" ring embedded in a shark’s gory fat—O my eternal, my eternal … and this point is enough for me—actually nothing more is necessary. Perhaps as a citizen of the next century, a guest who has arrived ahead of time (the hostess is not yet up), perhaps simply a carnival freak in a gaping, hopelessly festive world, I have lived an agonizing life, and I would like to describe that agony to you—but I am obsessed by the fear that there will not be time enough. As far back as I can remember myself—and I remember myself with lawless lucidity, I have been my own accomplice, who knows too much, and theref",Nabokov
" and after a while emerged again with a senselessly bright countenance and humid, bald head, while on the couch Tamara had simply lain down and was rocking as if in the throes of labor, while Fyodor, who was deprived of protection, shed floods of tears, tortured by the forced noiselessness of what was going on inside him. Unexpectedly Vasiliev turned in his chair so ponderously that a leg collapsed with a crack and Vasiliev lurched forward with a changed expression, but did not fall, and this event, not funny in itself, served as a pretext for an elemental, orgiastic explosion to interrupt",Nabokov
" in a tramcar next to an old woman extraordinarily like her Lodz aunt, who was talking rapidly in German; then it gradually turned out that it was not her aunt at all but the cheerful marketwoman from whom Klara bought oranges on her way to work.fiveThat evening Anton Sergeyevich had a visitor. He was an old gentleman with a sandy moustache clipped in the English fashion, very dependable-looking, very dapper in his frock coat and striped trousers. Podtyagin was regaling him with Maggi’s bouillon when Ganin entered. The air was tinged blue with cigarette smoke.“Mr. Ganin—Mr. Kunitsyn.” Anton",Nabokov
" a holder, to write ultimatums it’s time.” And on the garden terrace a game of Gorodki (townlets) was going on: Katya’s father, his collar unbuttoned, one foot advanced in its soft house boot, would take aim with a cudgel as if he were firing a rifle and then hurl it with force (but wide of the mark) at the “town-let” of skittles while the setting sun, with the tip of its final ray, brushed across the palisade of pine trunks, leaving on each a fiery band. And when night finally fell, and the house was asleep, Katya and I would look at the dark house from the park where we kept huddled on a h",Nabokov
" old guide's son, golden-haired Jacques, a bobsled champion. But my gangly and gloomy Hugh Person, with his awful tie, vulgarly fastened to his cheap white shirt, and impossible chestnut suit, did not belong to her accepted world. When told that Armande was enjoying herself elsewhere and might not be back for tea, he did not bother to conceal his surprise and displeasure. He stood scratching his cheek. The inside of his Tyrolean hat was dark with sweat. Had Armande got his letter?Madame Chamar answered in the noncommittal negative – though she might have consulted the telltale book marker, but",Nabokov
" avec la Galatée—which, however, is pardonable at your age. No, no—it’s all much less complicated. Only don’t be so bashful with me, I won’t bite you, I simply can’t stand lads qui se tiennent toujours sur leurs gardes. If you don’t have anything more interesting in view, we can return via Grenlog and dine on the lakeside, and then we’ll think up something.”“No, I’m afraid I—well—I have something to take care of—It so happens that tonight I—”“Oh, well, I’m not forcing you,” the prince said affably, and a little farther, by the mill, they said good-bye.As many very shy people would have do",Nabokov
" The dryness of the air produced an amazing contrast between light and shadow: in the light there were such flashes, such a wealth of brilliance, that at times it became impossible to look at a rock, at a stream; and in the shadow a darkness which absorbed all detail, so that every color lived a magically multiplied life and the coats of the horses changed as they entered the cool of the poplars.The boom of water in the gorge was enough to stun a man; head and breast filled with an electric agitation; the water rushed with awesome force—as smooth, however, as molten lead—then suddenly swell",Nabokov
" for asking,” said Mityushin, “but it’s important. You don’t have anything to entrust to us? I mean, papers, documents. A letter, maybe, or a will? It’s the usual procedure.”Anton Petrovich shook his head.“Pity,” said Mityushin. “Never know what might happen. Take Henry and me—we’re all set for a sojourn in jail. Are your affairs in order?”Anton Petrovich nodded. He was no longer able to speak. The only way to keep from screaming was to watch the pines that kept flashing past.“We get off in a minute,” said Gnushke, and rose. Mityushin rose also. Clenching his teeth, Anton Petrovich wanted to r",Nabokov
" example and giveyour wife a monthly allowance while placing a sizable ""guarantee sum"" in thebank which can be available to her in extreme cases and, naturally, afteryour demise or during an overprotracted terminal illness. We do not <149>have to remind you that Mrs. Blagovo should continue to receive regularlyher usual check until further notice.The Quirn house will be offered for sale immediately--it is overflowingwith odious memories. Consequently, as soon as they let you out, which Ihope will happen without retardment (bez zamedleniya, sans tarder), move outof the house, please.16 I",Nabokov
" University, ca. 1947 (photo by Louise Boyle)Ithaca, mid-1950s (photo by McLean Dameron)Vladimir Nabokov with his brother Kirill and sister Elena, in Switzerland, 1959Front and spine of the first edition of Lolita (Paris, 1955)The New York Times Book Review, 24 August 1958 (ad for Lolita)Nabokov's sketch of the view from his balcony in MontreuxNabokov in his apartment at the Palace Hotel, Montreux, with the lectern at which he wrote (photo by Horst Tappe)Switzerland, July 1963 (photo by Max Fleissel)The Nabokovs at Dmitri's 1961 Milan debut as Don Basilio in The Barber of SevilleThe New",Nabokov
" case all the shutters and lids and doors of the mind would be open at once at all times of the-day. Most brains have their Sundays, mine was even refused a half-holiday. This state of constant wakefulness was extremely painful not only in itself, but in its direct results. Every ordinary act which, as a matter of course, I had to perform, took on such a complicated appearance, provoked such a multitude of associative ideas in my mind, and these associations were so tricky and obscure, so utterly useless for practical application, that I would either shirk the business at hand or else make a m",Nabokov
" that, while it was his duty to ascertain that there were no thieves in the park, he had no obligation to chase thieves within the house. And having thus determined, the old man went back to his quarters with a clear conscience—he lived in a little brick house by the garage—and straightaway fell into a dead man’s sleep, which would have been impervious even to the roar of the new black car, had someone started it up in jest, deliberately opening the muffler cutout.Thus the pleasant, innocuous old fellow, like some guardian angel, momentarily traverses this narrative and rapidly vanishes in",Nabokov
" The hereafter for all we know may be an eternal state of excruciating insanity. You smoked your last cigarette yesterday. Concentrate. Try to understand what is happening to you.”He kept taking the Drome cigarette apart and munching bits of it.“I am willing to try,” he said. “You are either Australian, or a German refugee. Must you talk to me? This is a Gentile’s house, you know. Maybe, you’d better run along. And do stop demonstrating that gun. I’ve an old Stern-Luger in the music room.”I pointed Chum at his slippered foot and crushed the trigger. It clicked. He looked at his foot, at the pi",Nabokov
" explorer Przhevalski, crowned with a bronze eagle—around which the intrepid local pheasants were wont to roost—the caravan took the road.After that I see the caravan, before it gets drawn into the mountains, winding among hills of a paradisean green shade, depending both on their grassy raiment and on the apple-bright epidotic rock, of which they are composed. The compact, sturdy Kalmuk ponies walk in single file forming echelons: the paired packloads of equal weight are seized twice with lariats so that nothing can shift and a Cossack leads every echelon by the bridle. In front of the car",Nabokov
" head and panting, a pearl of sweat hanging from his pointed nose. They were taciturn twins and now merely exchanged silent glances as they stood a little above him on the trail, arms akimbo. He felt their sympathy ebbing and begged them to continue on their way, he would follow shortly. When they had gone he waited a little and then limped back to the village. At one spot between two forested stretches he rested again, this time on an open bluff where a bench, eyeless but eager, faced an admirable view. As he sat there smoking, he noticed his party very high above him, blue, gray, pink, red, ",Nabokov
" the approach of night.Chapter Four“Dear Felix, I have found some work for you. First of all we must have an eye-to-eye monologue and get things settled. As I happen to be going to Saxony on business, I suggest that you meet me at Tarnitz, which I hope is not far from your present whereabouts. Let me know without delay whether my plan suits you. If it does, I shall tell you the day, the hour and the exact place, and send you such money as your coming may cost you. The traveling life I lead prevents me from having any fixed abode, so you had better direct your answer ‘post office’ (here follow",Nabokov
" I think she feels it.I am sure she does. She is very timid and silent. One can see that shefeels the want of encouragement. I like her the better for it. Imust confess it is a recommendation to me. I am a great advocate fortimidity--and I am sure one does not often meet with it.--But in thosewho are at all inferior, it is extremely prepossessing. Oh! I assureyou, Jane Fairfax is a very delightful character, and interests me morethan I can express.”“You appear to feel a great deal--but I am not aware how you or any ofMiss Fairfax's acquaintance here, any of those who have known her longerth",Austen
" but it was too late THEN, I found, to do any thing,for unluckily, I was not in the way at first, and knew nothing of ittill after the breach had taken place, when it was not for me, youknow, to interfere.  But had I been informed of it a few hoursearlier--I think it is most probable--that something might have beenhit on.  I certainly should have represented it to Edward in a verystrong light.  'My dear fellow,' I should have said, 'consider what youare doing.  You are making a most disgraceful connection, and such aone as your family are unanimous in disapproving.' I cannot helpthinking,",Austen
" it is to be all outof doors--a table spread in the shade, you know. Every thing as naturaland simple as possible. Is not that your idea?”“Not quite. My idea of the simple and the natural will be to havethe table spread in the dining-room. The nature and the simplicity ofgentlemen and ladies, with their servants and furniture, I think isbest observed by meals within doors. When you are tired of eatingstrawberries in the garden, there shall be cold meat in the house.”“Well--as you please; only don't have a great set out. And, by the bye,can I or my housekeeper be of any use to you with our",Austen
" worldwhom I can ever allow to invite what guests she pleases to Donwell, andthat one is--”“--Mrs. Weston, I suppose,” interrupted Mrs. Elton, rather mortified.“No--Mrs. Knightley;--and till she is in being, I will manage suchmatters myself.”“Ah! you are an odd creature!” she cried, satisfied to have no onepreferred to herself.--“You are a humourist, and may say what youlike. Quite a humourist. Well, I shall bring Jane with me--Jane and heraunt.--The rest I leave to you. I have no objections at all to meetingthe Hartfield family. Don't scruple. I know you are attached to them.”“You certainly w",Austen
" he is very well. Amazinglyconceited, I am sure. I took him down several times, you know, in myway.”When the young ladies next met, they had a far more interesting subjectto discuss. James Morland's second letter was then received, and thekind intentions of his father fully explained. A living, of which Mr.Morland was himself patron and incumbent, of about four hundred poundsyearly value, was to be resigned to his son as soon as he should beold enough to take it; no trifling deduction from the family income, noniggardly assignment to one of ten children. An estate of at least equalvalue, m",Austen
" never have considered the distance as one of the _advantages_of the match,” cried Elizabeth. “I should never have said Mrs. Collinswas settled _near_ her family.”“It is a proof of your own attachment to Hertfordshire. Anything beyondthe very neighbourhood of Longbourn, I suppose, would appear far.”As he spoke there was a sort of smile which Elizabeth fancied sheunderstood; he must be supposing her to be thinking of Jane andNetherfield, and she blushed as she answered:“I do not mean to say that a woman may not be settled too near herfamily. The far and the near must be relative, and depend o",Austen
" Elinor, impatiently;--""I have no time tospare.""He was sitting in an attitude of deep meditation, and seemed not tohear her.""Your sister,"" said he, with abruptness, a moment afterwards--""is outof danger.  I heard it from the servant.  God be praised!--But is ittrue? is it really true?""Elinor would not speak.  He repeated the inquiry with yet greatereagerness.""For God's sake tell me, is she out of danger, or is she not?""""We hope she is.""He rose up, and walked across the room.""Had I known as much half an hour ago--But since I AM here,""--speakingwith a forced vivacity as he returned to his seat--",Austen
" mortificationand regret; but still he looked forward with the hope of coming toRandalls at no distant period.”Mrs. Weston was exceedingly disappointed--much more disappointed, infact, than her husband, though her dependence on seeing the young manhad been so much more sober: but a sanguine temper, though for everexpecting more good than occurs, does not always pay for its hopes byany proportionate depression. It soon flies over the present failure,and begins to hope again. For half an hour Mr. Weston was surprized andsorry; but then he began to perceive that Frank's coming two or threemonth",Austen
" a causeof compassion and honour, he had been able to get the better of himself.She read over her aunt's commendation of him again and again. Itwas hardly enough; but it pleased her. She was even sensible of somepleasure, though mixed with regret, on finding how steadfastly both sheand her uncle had been persuaded that affection and confidence subsistedbetween Mr. Darcy and herself.She was roused from her seat, and her reflections, by some one'sapproach; and before she could strike into another path, she wasovertaken by Wickham.“I am afraid I interrupt your solitary ramble, my dear sister?” sa",Austen
" say you perceive, aswell as myself, not only in this, but in many other circumstances,reason enough to be convinced that your marriage must have involved youin many certain troubles and disappointments, in which you would havebeen poorly supported by an affection, on his side, much less certain.Had you married, you must have been always poor.  His expensiveness isacknowledged even by himself, and his whole conduct declares thatself-denial is a word hardly understood by him.  His demands and yourinexperience together, on a small, very small income, must have broughton distresses which woul",Austen
" town, and now hastening down to her uncle's.  Whathad Edward felt on being within four miles from Barton, on seeing hermother's servant, on hearing Lucy's message!They would soon, she supposed, be settled at Delaford.--Delaford,--thatplace in which so much conspired to give her an interest; which shewished to be acquainted with, and yet desired to avoid.  She saw themin an instant in their parsonage-house; saw in Lucy, the active,contriving manager, uniting at once a desire of smart appearance withthe utmost frugality, and ashamed to be suspected of half hereconomical practices;--pursuing he",Austen
" reached her fourteenth year,) that Iremoved her from school, to place her under the care of a veryrespectable woman, residing in Dorsetshire, who had the charge of fouror five other girls of about the same time of life; and for two years Ihad every reason to be pleased with her situation.  But last February,almost a twelvemonth back, she suddenly disappeared.  I had allowedher, (imprudently, as it has since turned out,) at her earnest desire,to go to Bath with one of her young friends, who was attending herfather there for his health.  I knew him to be a very good sort of man,and I thought we",Austen
" no questions. There is something soothingin the idea that we have the same friend, and that whatever unhappydifferences of opinion may exist between us, we are united in our loveof you. It will be a comfort to me to tell you how things now are, andwhat are my present plans, if plans I can be said to have. I have beenreturned since Saturday. I was three weeks in London, and saw her (forLondon) very often. I had every attention from the Frasers that could bereasonably expected. I dare say I was not reasonable in carrying withme hopes of an intercourse at all like that of Mansfield. It was herm",Austen
" that he was quitedetermined on going, and that it would be of no use to teaze him.  Shesaid nothing, therefore, till he was out of the room, but as soon asthere was only Anne to hear--""So you and I are to be left to shift by ourselves, with this poor sickchild; and not a creature coming near us all the evening!  I knew howit would be.  This is always my luck.  If there is anythingdisagreeable going on men are always sure to get out of it, and Charlesis as bad as any of them.  Very unfeeling!  I must say it is veryunfeeling of him to be running away from his poor little boy.  Talks ofhis bein",Austen
" however; and when they reached the farm, and she was to beput down, at the end of the broad, neat gravel walk, which led betweenespalier apple-trees to the front door, the sight of every thing whichhad given her so much pleasure the autumn before, was beginning torevive a little local agitation; and when they parted, Emma observed herto be looking around with a sort of fearful curiosity, which determinedher not to allow the visit to exceed the proposed quarter of an hour.She went on herself, to give that portion of time to an old servant whowas married, and settled in Donwell.The quarter",Austen
" Mr.Elton's marrying, Harriet, is the strongest reproach you can make _me_.You could not give me a greater reproof for the mistake I fell into.It was all my doing, I know. I have not forgotten it, I assureyou.--Deceived myself, I did very miserably deceive you--and it willbe a painful reflection to me for ever. Do not imagine me in danger offorgetting it.”Harriet felt this too much to utter more than a few words of eagerexclamation. Emma continued,“I have not said, exert yourself Harriet for my sake; think less, talkless of Mr. Elton for my sake; because for your own sake rather, Iwould wish i",Austen
" me.  You sink your voice, but I candistinguish the tones of that voice when they would be lost on others.Too good, too excellent creature!  You do us justice, indeed.  You dobelieve that there is true attachment and constancy among men.  Believeit to be most fervent, most undeviating, in F. W.""I must go, uncertain of my fate; but I shall return hither, or followyour party, as soon as possible.  A word, a look, will be enough todecide whether I enter your father's house this evening or never.""Such a letter was not to be soon recovered from.  Half an hour'ssolitude and reflection might have",Austen
" Elliot,"" said he, speaking rather low, ""you have done a good deedin making that poor fellow talk so much.  I wish he could have suchcompany oftener.  It is bad for him, I know, to be shut up as he is;but what can we do?  We cannot part.""""No,"" said Anne, ""that I can easily believe to be impossible; but intime, perhaps--we know what time does in every case of affliction, andyou must remember, Captain Harville, that your friend may yet be calleda young mourner--only last summer, I understand.""""Ay, true enough,"" (with a deep sigh) ""only June.""""And not known to him, perhaps, so soon.""""Not t",Austen
" letter was enough for Fanny's information. Tom's amendment wasalarmingly slow.Easter came particularly late this year, as Fanny had most sorrowfullyconsidered, on first learning that she had no chance of leavingPortsmouth till after it. It came, and she had yet heard nothing of herreturn--nothing even of the going to London, which was to precedeher return. Her aunt often expressed a wish for her, but there was nonotice, no message from the uncle on whom all depended. She supposedhe could not yet leave his son, but it was a cruel, a terrible delayto her. The end of April was coming on; ",Austen
" in which her sister was concerned, and preparing her to besurprised, she related to her the next morning the chief of the scenebetween Mr. Darcy and herself.Miss Bennet's astonishment was soon lessened by the strong sisterlypartiality which made any admiration of Elizabeth appear perfectlynatural; and all surprise was shortly lost in other feelings. She wassorry that Mr. Darcy should have delivered his sentiments in a manner solittle suited to recommend them; but still more was she grieved for theunhappiness which her sister's refusal must have given him.“His being so sure of succeedin",Austen
" and attentively, with the real good-will of a mind delightedwith its own ideas, did she then do all the honours of the meal, andhelp and recommend the minced chicken and scalloped oysters, with anurgency which she knew would be acceptable to the early hours and civilscruples of their guests.Upon such occasions poor Mr. Woodhouse's feelings were in sad warfare.He loved to have the cloth laid, because it had been the fashion of hisyouth, but his conviction of suppers being very unwholesome made himrather sorry to see any thing put on it; and while his hospitality wouldhave welcomed his visit",Austen
" light--first, as a settled,and, secondly, as a good one--well aware of the nearly equal importanceof the two recommendations to Mr. Woodhouse's mind.--It was agreedupon, as what was to be; and every body by whom he was used to beguided assuring him that it would be for his happiness; and having somefeelings himself which almost admitted it, he began to think that sometime or other--in another year or two, perhaps--it might not be so verybad if the marriage did take place.Mrs. Weston was acting no part, feigning no feelings in all that shesaid to him in favour of the event.--She had",Austen
" that at Barton cottage youwill always be welcome; for I will not press you to return hereimmediately, because you only can judge how far THAT might be pleasingto Mrs. Smith; and on this head I shall be no more disposed to questionyour judgment than to doubt your inclination.""""My engagements at present,"" replied Willoughby, confusedly, ""are ofsuch a nature--that--I dare not flatter myself""--He stopt.  Mrs. Dashwood was too much astonished to speak, and anotherpause succeeded.  This was broken by Willoughby, who said with a faintsmile, ""It is folly to linger in this manner.  I will not torm",Austen
" smile and make her sit on the sofawith herself and pug, and vain was even the sight of a gooseberry tarttowards giving her comfort; she could scarcely swallow two mouthfulsbefore tears interrupted her, and sleep seeming to be her likeliestfriend, she was taken to finish her sorrows in bed.“This is not a very promising beginning,” said Mrs. Norris, when Fannyhad left the room. “After all that I said to her as we came along, Ithought she would have behaved better; I told her how much might dependupon her acquitting herself well at first. I wish there may not be alittle sulkiness of tempe",Austen
" exquisite flutter ofhappiness, and such happiness moreover as she believed must still begreater when the flutter should have passed away.They sat down to tea--the same party round the same table--how oftenit had been collected!--and how often had her eyes fallen on the sameshrubs in the lawn, and observed the same beautiful effect of thewestern sun!--But never in such a state of spirits, never in any thinglike it; and it was with difficulty that she could summon enough of herusual self to be the attentive lady of the house, or even the attentivedaughter.Poor Mr. Woodhouse little suspected w",Austen
" after pausing a moment,""can never hope to feel or inspire affection again, and if her home beuncomfortable, or her fortune small, I can suppose that she might bringherself to submit to the offices of a nurse, for the sake of theprovision and security of a wife.  In his marrying such a womantherefore there would be nothing unsuitable.  It would be a compact ofconvenience, and the world would be satisfied.  In my eyes it would beno marriage at all, but that would be nothing.  To me it would seemonly a commercial exchange, in which each wished to be benefited at theexpense of the other.""""I",Austen
" to be an economist, without contrivance or regularity;dissatisfied with her servants, without skill to make them better, andwhether helping, or reprimanding, or indulging them, without any powerof engaging their respect.Of her two sisters, Mrs. Price very much more resembled Lady Bertramthan Mrs. Norris. She was a manager by necessity, without any of Mrs.Norris's inclination for it, or any of her activity. Her dispositionwas naturally easy and indolent, like Lady Bertram's; and a situation ofsimilar affluence and do-nothingness would have been much more suitedto her capacity than the exer",Austen
" did not, I hope, lay me open toreprehension, excepting on one point. And now I come to the principal,the only important part of my conduct while belonging to you, whichexcites my own anxiety, or requires very solicitous explanation. Withthe greatest respect, and the warmest friendship, do I mention MissWoodhouse; my father perhaps will think I ought to add, with the deepesthumiliation.--A few words which dropped from him yesterday spoke hisopinion, and some censure I acknowledge myself liable to.--My behaviourto Miss Woodhouse indicated, I believe, more than it ought.--In order toassist a con",Austen
" delightyou.--As far as the man is concerned, you could not wish your friendin better hands. His rank in society I would alter if I could, which issaying a great deal I assure you, Emma.--You laugh at me about WilliamLarkins; but I could quite as ill spare Robert Martin.”He wanted her to look up and smile; and having now brought herself notto smile too broadly--she did--cheerfully answering,“You need not be at any pains to reconcile me to the match. I thinkHarriet is doing extremely well. _Her_ connexions may be worse than_his_. In respectability of character, there can be no doubt that theya",Austen
" would be dreadful, andI even doubted whether I could see her again, and keep to myresolution.  In that point, however, I undervalued my own magnanimity,as the event declared; for I went, I saw her, and saw her miserable,and left her miserable--and left her hoping never to see her again.""""Why did you call, Mr. Willoughby?"" said Elinor, reproachfully; ""a notewould have answered every purpose.-- Why was it necessary to call?""""It was necessary to my own pride.  I could not bear to leave thecountry in a manner that might lead you, or the rest of theneighbourhood, to suspect any part of what had r",Austen
" ever think of as a wife.' I firmly believe it.It is an attachment to govern his whole life. Accepted or refused, hisheart is wedded to her for ever. 'The loss of Mary I must consider ascomprehending the loss of Crawford and Fanny.' Edmund, you do not knowme. The families would never be connected if you did not connectthem! Oh! write, write. Finish it at once. Let there be an end of thissuspense. Fix, commit, condemn yourself.”Such sensations, however, were too near akin to resentment to be longguiding Fanny's soliloquies. She was soon more softened and sorrowful.His warm regard, his kind expr",Austen
" apartment, immediately met her.Elizabeth, as she affectionately embraced her, whilst tears filled theeyes of both, lost not a moment in asking whether anything had beenheard of the fugitives.“Not yet,” replied Jane. “But now that my dear uncle is come, I hopeeverything will be well.”“Is my father in town?”“Yes, he went on Tuesday, as I wrote you word.”“And have you heard from him often?”“We have heard only twice. He wrote me a few lines on Wednesday to saythat he had arrived in safety, and to give me his directions, which Iparticularly begged him to do. He merely added that he should not writ",Austen
" again. But theirfather, though very laconic in his expressions of pleasure, was reallyglad to see them; he had felt their importance in the family circle. Theevening conversation, when they were all assembled, had lost much ofits animation, and almost all its sense by the absence of Jane andElizabeth.They found Mary, as usual, deep in the study of thorough-bass and humannature; and had some extracts to admire, and some new observations ofthreadbare morality to listen to. Catherine and Lydia had informationfor them of a different sort. Much had been done and much had been saidin the regiment s",Austen
" attributed to his want ofindependence, and his better knowledge of Mrs. Ferrars's dispositionand designs.  The shortness of his visit, the steadiness of his purposein leaving them, originated in the same fettered inclination, the sameinevitable necessity of temporizing with his mother.  The oldwell-established grievance of duty against will, parent against child,was the cause of all.  She would have been glad to know when thesedifficulties were to cease, this opposition was to yield,--when Mrs.Ferrars would be reformed, and her son be at liberty to be happy.  Butfrom such vain wishes sh",Austen
" with her invention, memory and taste; and as Harriet wrotea very pretty hand, it was likely to be an arrangement of the firstorder, in form as well as quantity.Mr. Woodhouse was almost as much interested in the business as thegirls, and tried very often to recollect something worth their puttingin. “So many clever riddles as there used to be when he was young--hewondered he could not remember them! but he hoped he should in time.” And it always ended in “Kitty, a fair but frozen maid.”His good friend Perry, too, whom he had spoken to on the subject,did not at present recollect any thi",Austen
" lip,Emma, which uttered it, was an attestation that I felt at my heart.”“Poor girl!” said Emma. “She thinks herself wrong, then, for havingconsented to a private engagement?”“Wrong! No one, I believe, can blame her more than she is disposedto blame herself. 'The consequence,' said she, 'has been a state ofperpetual suffering to me; and so it ought. But after all the punishmentthat misconduct can bring, it is still not less misconduct. Pain is noexpiation. I never can be blameless. I have been acting contrary to allmy sense of right; and the fortunate turn that every thing has taken,and the ki",Austen
"  I am sure Iwould rather do any thing in the world than be thought so by a personwhose good opinion is so well worth having as yours.  And I am sure Ishould not have the smallest fear of trusting YOU; indeed, I should bevery glad of your advice how to manage in such an uncomfortablesituation as I am; but, however, there is no occasion to trouble YOU.I am sorry you do not happen to know Mrs. Ferrars.""""I am sorry I do NOT,"" said Elinor, in great astonishment, ""if it couldbe of any use to YOU to know my opinion of her.  But really I neverunderstood that you were at all connected with that",Austen
" the windows at Randalls. Nobody could be so imprudent! I neverheard of such a thing. Dancing with open windows!--I am sure, neitheryour father nor Mrs. Weston (poor Miss Taylor that was) would sufferit.”“Ah! sir--but a thoughtless young person will sometimes step behind awindow-curtain, and throw up a sash, without its being suspected. I haveoften known it done myself.”“Have you indeed, sir?--Bless me! I never could have supposed it. But Ilive out of the world, and am often astonished at what I hear. However,this does make a difference; and, perhaps, when we come to talk itover--but ",Austen
" to consider it as improbable. Kittyand Lydia were far from envying Miss Lucas, for Mr. Collins was only aclergyman; and it affected them in no other way than as a piece of newsto spread at Meryton.Lady Lucas could not be insensible of triumph on being able to retorton Mrs. Bennet the comfort of having a daughter well married; and shecalled at Longbourn rather oftener than usual to say how happy she was,though Mrs. Bennet's sour looks and ill-natured remarks might have beenenough to drive happiness away.Between Elizabeth and Charlotte there was a restraint which kept themmutually silent on the",Austen
" half so sluggish asbefore. When she looked at the hedges, she thought the elder at leastmust soon be coming out; and when she turned round to Harriet, she sawsomething like a look of spring, a tender smile even there.“Will Mr. Frank Churchill pass through Bath as well as Oxford?”--was aquestion, however, which did not augur much.But neither geography nor tranquillity could come all at once, and Emmawas now in a humour to resolve that they should both come in time.The morning of the interesting day arrived, and Mrs. Weston's faithfulpupil did not forget either at ten, or eleven, or twelve o'c",Austen
" went through them, and what a contrariety of emotion they excited.Her feelings as she read were scarcely to be defined. With amazement didshe first understand that he believed any apology to be in his power;and steadfastly was she persuaded, that he could have no explanationto give, which a just sense of shame would not conceal. With a strongprejudice against everything he might say, she began his account of whathad happened at Netherfield. She read with an eagerness which hardlyleft her power of comprehension, and from impatience of knowing what thenext sentence might bring, was in",Austen
" less happy than she hadexpected. She laughed because she was disappointed; and though she likedhim for his attentions, and thought them all, whether in friendship,admiration, or playfulness, extremely judicious, they were not winningback her heart. She still intended him for her friend.“How much I am obliged to you,” said he, “for telling me to cometo-day!--If it had not been for you, I should certainly have lost allthe happiness of this party. I had quite determined to go away again.”“Yes, you were very cross; and I do not know what about, except that youwere too late for the best strawb",Austen
